FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"GA, Clayton",2022,13063,Human infections,0,0,1
"GA, Cobb",2022,13067,Human infections,2,2,0
"GA, Columbia",2022,13073,Human infections,1,1,0
"GA, De Kalb",2022,13089,Human infections and non-human activity,0,0,1
"GA, Elbert",2022,13105,Non-human activity,0,0,0
"GA, Fulton",2022,13121,Human infections and non-human activity,5,3,1
"GA, Gwinnett",2022,13135,Human infections,1,1,0
"GA, Houston",2022,13153,Human infections,2,2,0
"GA, Lowndes",2022,13185,Non-human activity,0,0,0
"GA, Mcintosh",2022,13191,Human infections,0,0,1
"GA, Paulding",2022,13223,Human infections,1,1,0
"GA, Randolph",2022,13243,Non-human activity,0,0,0
"GA, Richmond",2022,13245,Human infections and non-human activity,4,3,0
"GA, Tift",2022,13277,Non-human activity,0,0,0
"GA, Whitfield",2022,13313,Human infections,1,1,0
"ID, Ada",2022,16001,Human infections and non-human activity,1,0,0
"ID, Canyon",2022,16027,Human infections and non-human activity,2,1,0
"ID, Elmore",2022,16039,Non-human activity,0,0,0
"ID, Gem",2022,16045,Non-human activity,0,0,0
"ID, Gooding",2022,16047,Non-human activity,0,0,0
"ID, Payette",2022,16075,Non-human activity,0,0,0
"ID, Twin Falls",2022,16083,Non-human activity,0,0,0
"IL, Boone",2022,17007,Non-human activity,0,0,0
"IL, Clinton",2022,17027,Non-human activity,0,0,0
"IL, Cook",2022,17031,Human infections and non-human activity,18,16,3
"IL, De Kalb",2022,17037,Non-human activity,0,0,0
"IL, Douglas",2022,17041,Non-human activity,0,0,0
"IL, Du Page",2022,17043,Human infections and non-human activity,4,1,0
"IL, Edgar",2022,17045,Non-human activity,0,0,0
"IL, Fayette",2022,17051,Non-human activity,0,0,0
"IL, Ford",2022,17053,Non-human activity,0,0,0
"IL, Franklin",2022,17055,Human infections and non-human activity,1,1,0
"IL, Gallatin",2022,17059,Non-human activity,0,0,0
"IL, Greene",2022,17061,Non-human activity,0,0,0
"IL, Grundy",2022,17063,Non-human activity,0,0,0
"IL, Hancock",2022,17067,Non-human activity,0,0,0
"IL, Iroquois",2022,17075,Non-human activity,0,0,0
"IL, Jackson",2022,17077,Non-human activity,0,0,0
"IL, Jefferson",2022,17081,Non-human activity,0,0,0
"IL, Kane",2022,17089,Human infections and non-human activity,2,2,0
"IL, Kankakee",2022,17091,Non-human activity,0,0,0
"IL, Kendall",2022,17093,Human infections and non-human activity,1,1,1
"IL, Knox",2022,17095,Non-human activity,0,0,0
"IL, Lake",2022,17097,Human infections and non-human activity,1,0,0
"IL, La Salle",2022,17099,Non-human activity,0,0,0
"IL, Logan",2022,17107,Non-human activity,0,0,0
"IL, Mchenry",2022,17111,Human infections and non-human activity,1,1,0
"IL, Mclean",2022,17113,Human infections and non-human activity,1,1,0
"IL, Macon",2022,17115,Non-human activity,0,0,0
"IL, Macoupin",2022,17117,Non-human activity,0,0,0
"IL, Mercer",2022,17131,Non-human activity,0,0,0
"IL, Montgomery",2022,17135,Non-human activity,0,0,0
"IL, Ogle",2022,17141,Non-human activity,0,0,0
"IL, Peoria",2022,17143,Human infections and non-human activity,2,2,0
"IL, Perry",2022,17145,Non-human activity,0,0,0
"IL, Randolph",2022,17157,Human infections,1,1,0
"IL, Rock Island",2022,17161,Non-human activity,0,0,0
"IL, St Clair",2022,17163,Human infections and non-human activity,1,1,0
"IL, Sangamon",2022,17167,Non-human activity,0,0,0
"IL, Stephenson",2022,17177,Non-human activity,0,0,0
"IL, Tazewell",2022,17179,Non-human activity,0,0,0
"IL, Vermilion",2022,17183,Non-human activity,0,0,0
"IL, Washington",2022,17189,Non-human activity,0,0,0
"IL, Whiteside",2022,17195,Non-human activity,0,0,0
"IL, Will",2022,17197,Non-human activity,0,0,0
"IL, Winnebago",2022,17201,Non-human activity,0,0,0
"IN, Adams",2022,18001,Non-human activity,0,0,0
"IN, Allen",2022,18003,Non-human activity,0,0,0
"IN, Benton",2022,18007,Non-human activity,0,0,0
"IN, Blackford",2022,18009,Non-human activity,0,0,0
"IN, Boone",2022,18011,Non-human activity,0,0,0
"IN, Carroll",2022,18015,Non-human activity,0,0,0
"IN, Cass",2022,18017,Non-human activity,0,0,0
"IN, Clark",2022,18019,Human infections,0,0,1
"IN, Clinton",2022,18023,Human infections and non-human activity,1,1,0
"IN, Daviess",2022,18027,Non-human activity,0,0,0
"IN, Decatur",2022,18031,Non-human activity,0,0,0
"IN, De Kalb",2022,18033,Non-human activity,0,0,0
"IN, Elkhart",2022,18039,Non-human activity,0,0,0
"IN, Fayette",2022,18041,Non-human activity,0,0,0
"IN, Floyd",2022,18043,Human infections and non-human activity,1,1,0
"IN, Fountain",2022,18045,Non-human activity,0,0,0
"IN, Gibson",2022,18051,Non-human activity,0,0,0
"IN, Grant",2022,18053,Non-human activity,0,0,0
"IN, Hamilton",2022,18057,Non-human activity,0,0,0
"IN, Hancock",2022,18059,Non-human activity,0,0,0
"IN, Hendricks",2022,18063,Non-human activity,0,0,0
"IN, Henry",2022,18065,Non-human activity,0,0,0
"IN, Howard",2022,18067,Non-human activity,0,0,0
"IN, Huntington",2022,18069,Non-human activity,0,0,0
"IN, Jasper",2022,18073,Non-human activity,0,0,0
"IN, Jay",2022,18075,Non-human activity,0,0,0
"IN, Knox",2022,18083,Non-human activity,0,0,0
"IN, Kosciusko",2022,18085,Non-human activity,0,0,0
"IN, La Grange",2022,18087,Non-human activity,0,0,0
"IN, La Porte",2022,18091,Non-human activity,0,0,0
"IN, Marion",2022,18097,Human infections and non-human activity,3,3,0
"IN, Monroe",2022,18105,Non-human activity,0,0,0
"IN, Morgan",2022,18109,Non-human activity,0,0,0
"IN, Newton",2022,18111,Non-human activity,0,0,0
"IN, Noble",2022,18113,Non-human activity,0,0,0
"IN, Porter",2022,18127,Non-human activity,0,0,0
"IN, Randolph",2022,18135,Non-human activity,0,0,0
"IN, St Joseph",2022,18141,Non-human activity,0,0,0
"IN, Steuben",2022,18151,Non-human activity,0,0,0
"IN, Sullivan",2022,18153,Human infections,1,1,0
"IN, Tippecanoe",2022,18157,Human infections and non-human activity,0,0,1
"IN, Tipton",2022,18159,Non-human activity,0,0,0
"IN, Union",2022,18161,Non-human activity,0,0,0
"IN, Vigo",2022,18167,Non-human activity,0,0,0
"IN, Wabash",2022,18169,Non-human activity,0,0,0
"IN, Wells",2022,18179,Non-human activity,0,0,0
"IA, Black Hawk",2022,19013,Non-human activity,0,0,0
"IA, Bremer",2022,19017,Human infections,1,1,0
"IA, Buchanan",2022,19019,Human infections,0,0,1
"IA, Buena Vista",2022,19021,Human infections,1,1,0
"IA, Crawford",2022,19047,Human infections,1,1,1
"IA, Dubuque",2022,19061,Human infections,0,0,2
"IA, Grundy",2022,19075,Human infections,0,0,1
"IA, Guthrie",2022,19077,Non-human activity,0,0,0
"IA, Hancock",2022,19081,Human infections,1,1,0
"IA, Kossuth",2022,19109,Human infections,0,0,1
"IA, Lyon",2022,19119,Human infections,0,0,1
"IA, O Brien",2022,19141,Human infections,0,0,1
"IA, Page",2022,19145,Non-human activity,0,0,0
"IA, Plymouth",2022,19149,Human infections,1,1,0
"IA, Polk",2022,19153,Human infections and non-human activity,2,1,1
"IA, Pottawattamie",2022,19155,Human infections,0,0,1
"IA, Sioux",2022,19167,Human infections,1,1,0
"IA, Story",2022,19169,Human infections and non-human activity,0,0,1
"IA, Woodbury",2022,19193,Human infections and non-human activity,1,1,0
"KS, Butler",2022,20015,Human infections,1,1,0
"KS, Decatur",2022,20039,Human infections,0,0,1
"KS, Dickinson",2022,20041,Human infections,1,1,0
"KS, Douglas",2022,20045,Human infections,1,0,1
"KS, Johnson",2022,20091,Human infections,2,2,0
"KS, Kingman",2022,20095,Human infections,1,1,0
"KS, Mcpherson",2022,20113,Human infections,0,0,2
"KS, Mitchell",2022,20123,Human infections,1,0,0
"KS, Reno",2022,20155,Human infections and non-human activity,1,0,1
"KS, Riley",2022,20161,Human infections,1,0,0
"KS, Saline",2022,20169,Human infections,2,0,1
"KS, Sedgwick",2022,20173,Human infections and non-human activity,2,1,1
"KS, Sherman",2022,20181,Human infections,1,0,0
"KY, Boone",2022,21015,Human infections,1,1,0
"KY, Jefferson",2022,21111,Human infections,3,2,0
"KY, Mclean",2022,21149,Non-human activity,0,0,0
"LA, Allen Parish",2022,22003,Non-human activity,0,0,0
"LA, Ascension Parish",2022,22005,Human infections and non-human activity,1,1,0
"LA, Assumption Parish",2022,22007,Non-human activity,0,0,0
"LA, Bienville Parish",2022,22013,Human infections,1,0,0
"LA, Bossier Parish",2022,22015,Human infections and non-human activity,3,3,0
"LA, Caddo Parish",2022,22017,Human infections and non-human activity,2,2,0
"LA, Calcasieu Parish",2022,22019,Non-human activity,0,0,0
"LA, Cameron Parish",2022,22023,Non-human activity,0,0,0
"LA, East Baton Rouge Parish",2022,22033,Human infections and non-human activity,5,2,1
"LA, East Feliciana Parish",2022,22037,Human infections,2,2,0
"LA, Iberia Parish",2022,22045,Non-human activity,0,0,0
"LA, Jefferson Parish",2022,22051,Human infections and non-human activity,1,1,0
"LA, Jefferson Davis Parish",2022,22053,Non-human activity,0,0,0
"LA, Lafayette Parish",2022,22055,Human infections and non-human activity,1,1,0
"LA, Lafourche Parish",2022,22057,Human infections and non-human activity,1,1,0
"LA, Livingston Parish",2022,22063,Human infections and non-human activity,10,8,0
"LA, Morehouse Parish",2022,22067,Human infections,1,1,0
"LA, Natchitoches Parish",2022,22069,Human infections,1,1,0
"LA, Orleans Parish",2022,22071,Human infections and non-human activity,0,0,1
"LA, Ouachita Parish",2022,22073,Human infections and non-human activity,3,3,0
"LA, Pointe Coupee Parish",2022,22077,Non-human activity,0,0,0
"LA, Rapides Parish",2022,22079,Human infections,3,2,0
"LA, St Bernard Parish",2022,22087,Human infections and non-human activity,0,0,1
"LA, St Charles Parish",2022,22089,Non-human activity,0,0,0
"LA, St James Parish",2022,22093,Non-human activity,0,0,0
"LA, St John The Baptist Parish",2022,22095,Non-human activity,0,0,0
"LA, St Martin Parish",2022,22099,Non-human activity,0,0,0
"LA, St Mary Parish",2022,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2022,22103,Human infections and non-human activity,4,4,1
"LA, Tangipahoa Parish",2022,22105,Human infections and non-human activity,10,9,1
"LA, Terrebonne Parish",2022,22109,Non-human activity,0,0,0
"LA, Vermilion Parish",2022,22113,Non-human activity,0,0,0
"LA, Webster Parish",2022,22119,Human infections,0,0,1
"LA, West Baton Rouge Parish",2022,22121,Non-human activity,0,0,0
"MD, Baltimore",2022,24005,Human infections,3,3,0
"MD, Prince Georges",2022,24033,Human infections,1,1,0
"MD, Baltimore City",2022,24510,Human infections,2,2,0
"MA, Barnstable",2022,25001,Non-human activity,0,0,0
"MA, Berkshire",2022,25003,Non-human activity,0,0,0
"MA, Bristol",2022,25005,Non-human activity,0,0,0
"MA, Dukes",2022,25007,Non-human activity,0,0,0
"MA, Essex",2022,25009,Non-human activity,0,0,0
"MA, Hampden",2022,25013,Non-human activity,0,0,0
"MA, Hampshire",2022,25015,Non-human activity,0,0,0
"MA, Middlesex",2022,25017,Human infections and non-human activity,4,3,2
"MA, Norfolk",2022,25021,Non-human activity,0,0,0
"MA, Plymouth",2022,25023,Human infections and non-human activity,1,1,0
"MA, Suffolk",2022,25025,Human infections and non-human activity,3,3,0
"MA, Worcester",2022,25027,Non-human activity,0,0,0
"MI, Allegan",2022,26005,Non-human activity,0,0,0
"MI, Arenac",2022,26011,Non-human activity,0,0,0
"MI, Bay",2022,26017,Non-human activity,0,0,0
"MI, Genesee",2022,26049,Non-human activity,0,0,0
"MI, Gladwin",2022,26051,Non-human activity,0,0,0
"MI, Huron",2022,26063,Non-human activity,0,0,0
"MI, Iosco",2022,26069,Non-human activity,0,0,0
"MI, Iron",2022,26071,Non-human activity,0,0,0
"MI, Kalamazoo",2022,26077,Human infections,0,0,1
"MI, Kent",2022,26081,Non-human activity,0,0,0
"MI, Livingston",2022,26093,Non-human activity,0,0,0
"MI, Macomb",2022,26099,Human infections and non-human activity,1,1,0
"MI, Midland",2022,26111,Non-human activity,0,0,0
"MI, Oakland",2022,26125,Human infections and non-human activity,4,4,1
"MI, Saginaw",2022,26145,Non-human activity,0,0,0
"MI, Shiawassee",2022,26155,Non-human activity,0,0,0
"MI, Wayne",2022,26163,Human infections and non-human activity,8,8,1
"MN, Anoka",2022,27003,Non-human activity,0,0,0
"MN, Blue Earth",2022,27013,Human infections,1,1,0
"MN, Cass",2022,27021,Human infections,1,1,0
"MN, Clay",2022,27027,Human infections,3,2,2
"MN, Dakota",2022,27037,Non-human activity,0,0,0
"MN, Fillmore",2022,27045,Human infections and non-human activity,1,1,0
"MN, Hennepin",2022,27053,Human infections and non-human activity,1,0,1
"MN, Kandiyohi",2022,27067,Human infections and non-human activity,1,1,0
"MN, Koochiching",2022,27071,Human infections,1,1,0
"MN, Lyon",2022,27083,Human infections,1,0,0
"MN, Martin",2022,27091,Human infections,2,1,0
"MN, Mower",2022,27099,Non-human activity,0,0,0
"MN, Murray",2022,27101,Human infections and non-human activity,2,1,0
"MN, Nobles",2022,27105,Human infections,1,1,0
"MN, Pipestone",2022,27117,Human infections,1,1,0
"MN, Polk",2022,27119,Human infections and non-human activity,0,0,1
"MN, Ramsey",2022,27123,Human infections and non-human activity,1,1,1
"MN, Rice",2022,27131,Human infections,1,1,0
"MN, Rock",2022,27133,Human infections,1,1,0
"MN, Scott",2022,27139,Non-human activity,0,0,0
"MN, Stearns",2022,27145,Non-human activity,0,0,0
"MN, Stevens",2022,27149,Human infections,1,1,0
"MN, Todd",2022,27153,Non-human activity,0,0,0
"MN, Traverse",2022,27155,Human infections,1,1,0
"MN, Washington",2022,27163,Non-human activity,0,0,0
"MN, Wilkin",2022,27167,Human infections,1,1,0
"MS, Adams",2022,28001,Human infections,1,1,0
"MS, Hinds",2022,28049,Human infections and non-human activity,3,2,0
"MS, Lincoln",2022,28085,Non-human activity,0,0,0
"MS, Lowndes",2022,28087,Human infections,1,1,0
"MS, Madison",2022,28089,Non-human activity,0,0,0
"MS, Oktibbeha",2022,28105,Human infections,1,0,0
"MS, Panola",2022,28107,Human infections,1,1,0
"MS, Sunflower",2022,28133,Non-human activity,0,0,0
"MS, Washington",2022,28151,Non-human activity,0,0,0
"MO, Andrew",2022,29003,Non-human activity,0,0,0
"MO, Bates",2022,29013,Non-human activity,0,0,0
"MO, Boone",2022,29019,Human infections,1,0,0
"MO, Caldwell",2022,29025,Human infections,1,1,0
"MO, Clinton",2022,29049,Human infections,1,1,0
"MO, Greene",2022,29077,Human infections and non-human activity,2,1,0
"MO, Jackson",2022,29095,Human infections,2,2,0
"MO, Jasper",2022,29097,Non-human activity,0,0,0
"MO, Jefferson",2022,29099,Non-human activity,0,0,0
"MO, Macon",2022,29121,Non-human activity,0,0,0
"MO, Moniteau",2022,29135,Non-human activity,0,0,0
"MO, Morgan",2022,29141,Non-human activity,0,0,0
"MO, Platte",2022,29165,Human infections,1,1,0
"MO, St Charles",2022,29183,Non-human activity,0,0,0
"MO, St Louis",2022,29189,Human infections and non-human activity,1,1,0
"MO, Vernon",2022,29217,Human infections,1,1,0
"MO, St Louis City",2022,29510,Human infections,3,3,0
"MT, Blaine",2022,30005,Non-human activity,0,0,0
"MT, Dawson",2022,30021,Non-human activity,0,0,0
"MT, Lewis And Clark",2022,30049,Non-human activity,0,0,0
"MT, Phillips",2022,30071,Non-human activity,0,0,0
"NE, Adams",2022,31001,Human infections and non-human activity,4,2,1
"NE, Box Butte",2022,31013,Non-human activity,0,0,0
"NE, Buffalo",2022,31019,Human infections,7,4,3
"NE, Burt",2022,31021,Human infections,0,0,1
"NE, Butler",2022,31023,Human infections,1,0,0
"NE, Cedar",2022,31027,Human infections,1,0,1
"NE, Cherry",2022,31031,Non-human activity,0,0,0
"NE, Clay",2022,31035,Human infections,1,0,0
"NE, Custer",2022,31041,Human infections,1,0,0
"NE, Dakota",2022,31043,Human infections and non-human activity,1,1,0
"NE, Dawes",2022,31045,Non-human activity,0,0,0
"NE, Dawson",2022,31047,Human infections and non-human activity,0,0,1
"NE, Dodge",2022,31053,Human infections and non-human activity,1,1,0
"NE, Douglas",2022,31055,Human infections and non-human activity,6,3,0
"NE, Furnas",2022,31065,Human infections,0,0,1
"NE, Garden",2022,31069,Human infections,1,1,0
"NE, Garfield",2022,31071,Non-human activity,0,0,0
"NE, Hall",2022,31079,Human infections and non-human activity,3,0,5
"NE, Hamilton",2022,31081,Human infections,3,3,0
"NE, Holt",2022,31089,Human infections and non-human activity,0,0,1
"NE, Howard",2022,31093,Human infections,1,0,0
"NE, Kearney",2022,31099,Human infections,3,2,0
"NE, Lancaster",2022,31109,Human infections and non-human activity,5,4,2
"NE, Lincoln",2022,31111,Human infections and non-human activity,3,1,0
"NE, Madison",2022,31119,Human infections and non-human activity,2,1,2
"NE, Merrick",2022,31121,Human infections,1,1,0
"NE, Nuckolls",2022,31129,Human infections,0,0,1
"NE, Perkins",2022,31135,Human infections,1,1,0
"NE, Phelps",2022,31137,Human infections,4,3,2
"NE, Platte",2022,31141,Human infections,0,0,1
"NE, Sarpy",2022,31153,Human infections,2,1,0
"NE, Seward",2022,31159,Human infections,5,3,0
"NE, Sheridan",2022,31161,Human infections,1,1,0
"NE, Sherman",2022,31163,Human infections,1,1,1
"NE, Valley",2022,31175,Human infections,2,1,0
"NE, Wayne",2022,31179,Non-human activity,0,0,0
"NE, Webster",2022,31181,Human infections,1,1,0
"NE, York",2022,31185,Human infections and non-human activity,2,1,1
"NV, Elko",2022,32007,Non-human activity,0,0,0
"NH, Hillsborough",2022,33011,Non-human activity,0,0,0
"NJ, Atlantic",2022,34001,Non-human activity,0,0,0
"NJ, Bergen",2022,34003,Human infections and non-human activity,3,2,0
"NJ, Burlington",2022,34005,Human infections and non-human activity,2,1,1
"NJ, Camden",2022,34007,Human infections and non-human activity,3,1,0
"NJ, Cape May",2022,34009,Non-human activity,0,0,0
"NJ, Cumberland",2022,34011,Non-human activity,0,0,0
"NJ, Essex",2022,34013,Non-human activity,0,0,0
"NJ, Gloucester",2022,34015,Non-human activity,0,0,0
"NJ, Hudson",2022,34017,Non-human activity,0,0,0
"NJ, Hunterdon",2022,34019,Non-human activity,0,0,0
"NJ, Mercer",2022,34021,Non-human activity,0,0,0
"NJ, Middlesex",2022,34023,Human infections and non-human activity,1,1,1
"NJ, Monmouth",2022,34025,Human infections and non-human activity,5,3,0
"NJ, Morris",2022,34027,Human infections and non-human activity,1,1,0
"NJ, Ocean",2022,34029,Human infections and non-human activity,2,1,0
"NJ, Passaic",2022,34031,Non-human activity,0,0,0
"NJ, Salem",2022,34033,Non-human activity,0,0,0
"NJ, Somerset",2022,34035,Human infections and non-human activity,1,1,0
"NJ, Sussex",2022,34037,Non-human activity,0,0,0
"NJ, Union",2022,34039,Human infections and non-human activity,2,2,0
"NJ, Warren",2022,34041,Non-human activity,0,0,0
"NM, Bernalillo",2022,35001,Human infections,1,1,0
"NM, Dona Ana",2022,35013,Non-human activity,0,0,0
"NM, Lea",2022,35025,Human infections,0,0,1
"NM, Luna",2022,35029,Human infections,3,2,0
"NM, Mckinley",2022,35031,Human infections,1,1,0
"NM, Rio Arriba",2022,35039,Non-human activity,0,0,0
"NM, San Juan",2022,35045,Human infections and non-human activity,3,2,2
"NM, Santa Fe",2022,35049,Human infections,2,1,0
"NM, Valencia",2022,35061,Human infections,1,1,0
"NY, Bronx",2022,36005,Human infections and non-human activity,1,1,0
"NY, Columbia",2022,36021,Human infections,1,1,0
"NY, Erie",2022,36029,Human infections and non-human activity,1,1,0
"NY, Greene",2022,36039,Human infections,1,1,0
"NY, Kings",2022,36047,Human infections and non-human activity,16,12,1
"NY, Nassau",2022,36059,Human infections and non-human activity,24,22,5
"NY, New York",2022,36061,Human infections and non-human activity,6,6,0
"NY, Onondaga",2022,36067,Non-human activity,0,0,0
"NY, Orange",2022,36071,Non-human activity,0,0,0
"NY, Oswego",2022,36075,Non-human activity,0,0,0
"NY, Queens",2022,36081,Human infections and non-human activity,13,11,1
"NY, Richmond",2022,36085,Human infections and non-human activity,10,6,0
"NY, Rockland",2022,36087,Human infections and non-human activity,1,1,0
"NY, Suffolk",2022,36103,Human infections and non-human activity,11,10,1
"NY, Westchester",2022,36119,Human infections and non-human activity,5,3,0
"NC, Buncombe",2022,37021,Human infections,1,1,0
"NC, Catawba",2022,37035,Human infections,1,1,0
"NC, Cumberland",2022,37051,Human infections,2,2,0
"NC, Durham",2022,37063,Human infections,1,1,0
"NC, Forsyth",2022,37067,Non-human activity,0,0,0
"NC, Gaston",2022,37071,Non-human activity,0,0,0
"NC, Hoke",2022,37093,Human infections,0,0,1
"NC, Iredell",2022,37097,Non-human activity,0,0,0
