FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"AR, Drew",2003,05043,Human infections and non-human activity,1,1,0
"AR, Faulkner",2003,05045,Non-human activity,0,0,0
"AR, Franklin",2003,05047,Non-human activity,0,0,0
"AR, Greene",2003,05055,Non-human activity,0,0,0
"AR, Hempstead",2003,05057,Non-human activity,0,0,0
"AR, Hot Spring",2003,05059,Non-human activity,0,0,0
"AR, Independence",2003,05063,Non-human activity,0,0,0
"AR, Jackson",2003,05067,Non-human activity,0,0,0
"AR, Jefferson",2003,05069,Human infections and non-human activity,7,6,0
"AR, Johnson",2003,05071,Human infections,1,1,0
"AR, Lafayette",2003,05073,Non-human activity,0,0,0
"AR, Lawrence",2003,05075,Non-human activity,0,0,0
"AR, Lee",2003,05077,Non-human activity,0,0,0
"AR, Little River",2003,05081,Non-human activity,0,0,0
"AR, Logan",2003,05083,Non-human activity,0,0,0
"AR, Lonoke",2003,05085,Non-human activity,0,0,0
"AR, Madison",2003,05087,Non-human activity,0,0,0
"AR, Marion",2003,05089,Non-human activity,0,0,0
"AR, Miller",2003,05091,Human infections and non-human activity,3,3,0
"AR, Mississippi",2003,05093,Non-human activity,0,0,0
"AR, Monroe",2003,05095,Non-human activity,0,0,0
"AR, Newton",2003,05101,Non-human activity,0,0,0
"AR, Ouachita",2003,05103,Non-human activity,0,0,0
"AR, Phillips",2003,05107,Non-human activity,0,0,0
"AR, Poinsett",2003,05111,Non-human activity,0,0,0
"AR, Pope",2003,05115,Human infections and non-human activity,2,1,0
"AR, Pulaski",2003,05119,Human infections and non-human activity,3,3,0
"AR, Randolph",2003,05121,Non-human activity,0,0,0
"AR, Saline",2003,05125,Non-human activity,0,0,0
"AR, Scott",2003,05127,Non-human activity,0,0,0
"AR, Sebastian",2003,05131,Non-human activity,0,0,0
"AR, Sevier",2003,05133,Human infections,1,1,0
"AR, Stone",2003,05137,Non-human activity,0,0,0
"AR, Union",2003,05139,Human infections and non-human activity,1,1,0
"AR, Van Buren",2003,05141,Non-human activity,0,0,0
"AR, Washington",2003,05143,Non-human activity,0,0,0
"AR, Woodruff",2003,05147,Non-human activity,0,0,0
"CA, Imperial",2003,06025,Human infections and non-human activity,1,1,0
"CA, Los Angeles",2003,06037,Human infections and non-human activity,1,0,1
"CA, Orange",2003,06059,Non-human activity,0,0,0
"CA, Riverside",2003,06065,Human infections and non-human activity,1,1,0
"CA, San Bernardino",2003,06071,Non-human activity,0,0,0
"CA, San Diego",2003,06073,Non-human activity,0,0,0
"CO, Adams",2003,08001,Human infections and non-human activity,232,74,7
"CO, Alamosa",2003,08003,Human infections and non-human activity,3,0,0
"CO, Arapahoe",2003,08005,Human infections and non-human activity,138,34,4
"CO, Archuleta",2003,08007,Non-human activity,0,0,0
"CO, Baca",2003,08009,Human infections and non-human activity,5,0,0
"CO, Bent",2003,08011,Human infections and non-human activity,7,1,0
"CO, Boulder",2003,08013,Human infections and non-human activity,421,52,9
"CO, Broomfield",2003,08014,Human infections and non-human activity,55,11,4
"CO, Chaffee",2003,08015,Human infections and non-human activity,7,3,1
"CO, Cheyenne",2003,08017,Human infections and non-human activity,4,2,0
"CO, Clear Creek",2003,08019,Human infections,1,0,0
"CO, Conejos",2003,08021,Human infections and non-human activity,1,0,0
"CO, Costilla",2003,08023,Non-human activity,0,0,0
"CO, Crowley",2003,08025,Human infections and non-human activity,4,2,0
"CO, Delta",2003,08029,Human infections and non-human activity,10,3,0
"CO, Denver",2003,08031,Human infections and non-human activity,162,52,7
"CO, Dolores",2003,08033,Non-human activity,0,0,0
"CO, Douglas",2003,08035,Human infections and non-human activity,39,12,2
"CO, Eagle",2003,08037,Human infections and non-human activity,1,0,0
"CO, Elbert",2003,08039,Human infections and non-human activity,8,1,0
"CO, El Paso",2003,08041,Human infections and non-human activity,114,29,1
"CO, Fremont",2003,08043,Human infections and non-human activity,77,8,1
"CO, Garfield",2003,08045,Human infections and non-human activity,2,0,0
"CO, Grand",2003,08049,Human infections,1,0,0
"CO, Gunnison",2003,08051,Non-human activity,0,0,0
"CO, Huerfano",2003,08055,Human infections and non-human activity,10,2,0
"CO, Jefferson",2003,08059,Human infections and non-human activity,157,47,3
"CO, Kiowa",2003,08061,Human infections and non-human activity,1,0,0
"CO, Kit Carson",2003,08063,Human infections and non-human activity,5,0,0
"CO, La Plata",2003,08067,Human infections and non-human activity,14,4,2
"CO, Larimer",2003,08069,Human infections and non-human activity,546,63,11
"CO, Las Animas",2003,08071,Human infections and non-human activity,7,4,1
"CO, Lincoln",2003,08073,Human infections,8,4,1
"CO, Logan",2003,08075,Human infections and non-human activity,84,15,5
"CO, Mesa",2003,08077,Human infections and non-human activity,19,6,0
"CO, Moffat",2003,08081,Human infections and non-human activity,2,0,0
"CO, Montezuma",2003,08083,Human infections and non-human activity,5,0,0
"CO, Montrose",2003,08085,Human infections and non-human activity,9,4,0
"CO, Morgan",2003,08087,Human infections and non-human activity,61,10,2
"CO, Otero",2003,08089,Human infections and non-human activity,28,5,0
"CO, Ouray",2003,08091,Non-human activity,0,0,0
"CO, Park",2003,08093,Human infections and non-human activity,1,0,0
"CO, Phillips",2003,08095,Human infections and non-human activity,23,2,0
"CO, Pitkin",2003,08097,Non-human activity,0,0,0
"CO, Prowers",2003,08099,Human infections and non-human activity,42,3,0
"CO, Pueblo",2003,08101,Human infections and non-human activity,183,47,5
"CO, Rio Grande",2003,08105,Human infections and non-human activity,3,1,0
"CO, Routt",2003,08107,Non-human activity,0,0,0
"CO, Saguache",2003,08109,Human infections and non-human activity,2,0,0
"CO, Sedgwick",2003,08115,Human infections and non-human activity,13,0,0
"CO, Summit",2003,08117,Human infections,3,0,0
"CO, Teller",2003,08119,Non-human activity,0,0,0
"CO, Washington",2003,08121,Human infections and non-human activity,10,1,2
"CO, Weld",2003,08123,Human infections and non-human activity,402,118,13
"CO, Yuma",2003,08125,Human infections and non-human activity,17,1,2
"CT, Fairfield",2003,09001,Human infections and non-human activity,6,5,0
"CT, Hartford",2003,09003,Human infections and non-human activity,2,1,0
"CT, Litchfield",2003,09005,Human infections and non-human activity,1,1,0
"CT, Middlesex",2003,09007,Human infections and non-human activity,3,3,0
"CT, New Haven",2003,09009,Human infections and non-human activity,2,0,0
"CT, New London",2003,09011,Human infections and non-human activity,2,1,0
"CT, Tolland",2003,09013,Human infections and non-human activity,1,1,0
"CT, Windham",2003,09015,Non-human activity,0,0,0
"DE, Kent",2003,10001,Human infections and non-human activity,8,4,0
"DE, New Castle",2003,10003,Human infections and non-human activity,8,7,0
"DE, Sussex",2003,10005,Human infections and non-human activity,1,1,0
"DC, Washington",2003,11001,Human infections and non-human activity,3,3,0
"FL, Alachua",2003,12001,Human infections and non-human activity,1,1,0
"FL, Bay",2003,12005,Human infections and non-human activity,14,9,0
"FL, Bradford",2003,12007,Non-human activity,0,0,0
"FL, Brevard",2003,12009,Human infections and non-human activity,1,0,1
"FL, Broward",2003,12011,Human infections and non-human activity,4,3,0
"FL, Calhoun",2003,12013,Human infections and non-human activity,2,2,0
"FL, Charlotte",2003,12015,Non-human activity,0,0,0
"FL, Citrus",2003,12017,Human infections and non-human activity,2,1,0
"FL, Clay",2003,12019,Non-human activity,0,0,0
"FL, Collier",2003,12021,Human infections and non-human activity,2,2,0
"FL, Columbia",2003,12023,Non-human activity,0,0,0
"FL, De Soto",2003,12027,Human infections,1,1,0
"FL, Dixie",2003,12029,Non-human activity,0,0,0
"FL, Duval",2003,12031,Human infections and non-human activity,6,2,0
"FL, Escambia",2003,12033,Human infections and non-human activity,12,8,0
"FL, Flagler",2003,12035,Non-human activity,0,0,0
"FL, Franklin",2003,12037,Human infections and non-human activity,1,0,0
"FL, Gadsden",2003,12039,Non-human activity,0,0,0
"FL, Gilchrist",2003,12041,Non-human activity,0,0,0
"FL, Glades",2003,12043,Non-human activity,0,0,0
"FL, Gulf",2003,12045,Human infections,4,3,0
"FL, Hamilton",2003,12047,Non-human activity,0,0,0
"FL, Hendry",2003,12051,Non-human activity,0,0,0
"FL, Hernando",2003,12053,Non-human activity,0,0,0
"FL, Hillsborough",2003,12057,Human infections and non-human activity,1,1,0
"FL, Holmes",2003,12059,Human infections and non-human activity,2,2,0
"FL, Indian River",2003,12061,Non-human activity,0,0,0
"FL, Jackson",2003,12063,Non-human activity,0,0,0
"FL, Jefferson",2003,12065,Non-human activity,0,0,0
"FL, Lafayette",2003,12067,Human infections,1,1,0
"FL, Lake",2003,12069,Non-human activity,0,0,0
"FL, Lee",2003,12071,Human infections and non-human activity,3,2,0
"FL, Leon",2003,12073,Non-human activity,0,0,0
"FL, Levy",2003,12075,Non-human activity,0,0,0
"FL, Liberty",2003,12077,Non-human activity,0,0,0
"FL, Madison",2003,12079,Non-human activity,0,0,0
"FL, Manatee",2003,12081,Non-human activity,0,0,0
"FL, Marion",2003,12083,Human infections and non-human activity,2,1,0
"FL, Martin",2003,12085,Non-human activity,0,0,0
"FL, Miami-Dade",2003,12086,Human infections and non-human activity,6,6,0
"FL, Monroe",2003,12087,Human infections and non-human activity,1,1,0
"FL, Nassau",2003,12089,Non-human activity,0,0,0
"FL, Okaloosa",2003,12091,Human infections and non-human activity,8,5,0
"FL, Okeechobee",2003,12093,Non-human activity,0,0,0
"FL, Orange",2003,12095,Non-human activity,0,0,0
"FL, Osceola",2003,12097,Non-human activity,0,0,0
"FL, Palm Beach",2003,12099,Non-human activity,0,0,0
"FL, Pasco",2003,12101,Non-human activity,0,0,0
"FL, Pinellas",2003,12103,Non-human activity,0,0,0
"FL, Polk",2003,12105,Non-human activity,0,0,0
"FL, Putnam",2003,12107,Non-human activity,0,0,0
"FL, St Johns",2003,12109,Human infections and non-human activity,1,1,0
"FL, St Lucie",2003,12111,Non-human activity,0,0,0
"FL, Santa Rosa",2003,12113,Human infections and non-human activity,10,3,0
"FL, Sarasota",2003,12115,Human infections and non-human activity,1,1,0
"FL, Seminole",2003,12117,Human infections and non-human activity,2,0,0
"FL, Suwannee",2003,12121,Human infections and non-human activity,1,1,0
"FL, Taylor",2003,12123,Non-human activity,0,0,0
"FL, Union",2003,12125,Human infections and non-human activity,1,1,0
"FL, Volusia",2003,12127,Human infections and non-human activity,1,1,0
"FL, Wakulla",2003,12129,Non-human activity,0,0,0
"FL, Walton",2003,12131,Human infections and non-human activity,1,0,0
"FL, Washington",2003,12133,Human infections and non-human activity,2,2,0
"GA, Appling",2003,13001,Human infections,1,0,0
"GA, Atkinson",2003,13003,Non-human activity,0,0,0
"GA, Baldwin",2003,13009,Non-human activity,0,0,0
"GA, Banks",2003,13011,Non-human activity,0,0,0
"GA, Barrow",2003,13013,Non-human activity,0,0,0
"GA, Bartow",2003,13015,Human infections and non-human activity,1,0,0
"GA, Ben Hill",2003,13017,Human infections,1,1,0
"GA, Berrien",2003,13019,Non-human activity,0,0,0
"GA, Bibb",2003,13021,Human infections and non-human activity,1,1,0
"GA, Bleckley",2003,13023,Non-human activity,0,0,0
"GA, Brantley",2003,13025,Human infections and non-human activity,1,0,0
"GA, Bryan",2003,13029,Human infections and non-human activity,1,0,1
"GA, Bulloch",2003,13031,Human infections and non-human activity,1,1,0
"GA, Butts",2003,13035,Non-human activity,0,0,0
"GA, Camden",2003,13039,Non-human activity,0,0,0
"GA, Candler",2003,13043,Human infections,0,0,1
"GA, Carroll",2003,13045,Non-human activity,0,0,0
"GA, Catoosa",2003,13047,Human infections and non-human activity,1,1,0
"GA, Chatham",2003,13051,Human infections and non-human activity,8,5,2
"GA, Chattahoochee",2003,13053,Non-human activity,0,0,0
"GA, Chattooga",2003,13055,Non-human activity,0,0,0
"GA, Cherokee",2003,13057,Non-human activity,0,0,0
"GA, Clarke",2003,13059,Non-human activity,0,0,0
"GA, Clayton",2003,13063,Human infections and non-human activity,1,1,0
"GA, Cobb",2003,13067,Non-human activity,0,0,0
"GA, Coffee",2003,13069,Human infections and non-human activity,1,0,0
"GA, Columbia",2003,13073,Non-human activity,0,0,0
"GA, Coweta",2003,13077,Non-human activity,0,0,0
"GA, Crisp",2003,13081,Non-human activity,0,0,0
"GA, Dade",2003,13083,Non-human activity,0,0,0
"GA, De Kalb",2003,13089,Non-human activity,0,0,0
"GA, Dougherty",2003,13095,Human infections,2,1,0
"GA, Douglas",2003,13097,Non-human activity,0,0,0
"GA, Effingham",2003,13103,Non-human activity,0,0,0
"GA, Emanuel",2003,13107,Non-human activity,0,0,0
"GA, Fayette",2003,13113,Non-human activity,0,0,0
"GA, Floyd",2003,13115,Non-human activity,0,0,0
"GA, Forsyth",2003,13117,Non-human activity,0,0,0
"GA, Fulton",2003,13121,Human infections and non-human activity,8,3,1
"GA, Gilmer",2003,13123,Non-human activity,0,0,0
"GA, Gordon",2003,13129,Non-human activity,0,0,0
"GA, Gwinnett",2003,13135,Non-human activity,0,0,0
"GA, Hall",2003,13139,Non-human activity,0,0,0
"GA, Haralson",2003,13143,Non-human activity,0,0,0
"GA, Harris",2003,13145,Non-human activity,0,0,0
"GA, Heard",2003,13149,Non-human activity,0,0,0
"GA, Henry",2003,13151,Non-human activity,0,0,0
"GA, Houston",2003,13153,Non-human activity,0,0,0
"GA, Irwin",2003,13155,Non-human activity,0,0,0
"GA, Jackson",2003,13157,Non-human activity,0,0,0
"GA, Jefferson",2003,13163,Non-human activity,0,0,0
"GA, Jones",2003,13169,Non-human activity,0,0,0
"GA, Laurens",2003,13175,Non-human activity,0,0,0
"GA, Lee",2003,13177,Human infections,1,1,0
"GA, Liberty",2003,13179,Human infections and non-human activity,1,0,2
"GA, Lowndes",2003,13185,Human infections and non-human activity,1,0,0
"GA, Mcintosh",2003,13191,Human infections,1,1,0
"GA, Macon",2003,13193,Non-human activity,0,0,0
"GA, Marion",2003,13197,Non-human activity,0,0,0
"GA, Meriwether",2003,13199,Non-human activity,0,0,0
"GA, Monroe",2003,13207,Non-human activity,0,0,0
"GA, Morgan",2003,13211,Non-human activity,0,0,0
"GA, Murray",2003,13213,Non-human activity,0,0,0
"GA, Muscogee",2003,13215,Human infections and non-human activity,1,1,0
"GA, Newton",2003,13217,Non-human activity,0,0,0
"GA, Oconee",2003,13219,Non-human activity,0,0,0
"GA, Oglethorpe",2003,13221,Non-human activity,0,0,0
"GA, Paulding",2003,13223,Non-human activity,0,0,0
"GA, Pike",2003,13231,Non-human activity,0,0,0
"GA, Polk",2003,13233,Human infections and non-human activity,2,1,0
"GA, Putnam",2003,13237,Human infections,1,0,1
"GA, Richmond",2003,13245,Non-human activity,0,0,0
"GA, Rockdale",2003,13247,Non-human activity,0,0,0
"GA, Screven",2003,13251,Non-human activity,0,0,0
"GA, Seminole",2003,13253,Human infections,1,1,0
"GA, Spalding",2003,13255,Non-human activity,0,0,0
"GA, Sumter",2003,13261,Non-human activity,0,0,0
"GA, Taylor",2003,13269,Human infections,3,1,0
"GA, Telfair",2003,13271,Human infections,0,0,1
"GA, Thomas",2003,13275,Non-human activity,0,0,0
"GA, Tift",2003,13277,Human infections and non-human activity,3,2,0
"GA, Troup",2003,13285,Non-human activity,0,0,0
"GA, Twiggs",2003,13289,Non-human activity,0,0,0
"GA, Upson",2003,13293,Non-human activity,0,0,0
"GA, Walker",2003,13295,Human infections and non-human activity,2,1,0
"GA, Walton",2003,13297,Non-human activity,0,0,0
"GA, Ware",2003,13299,Human infections and non-human activity,2,2,0
"GA, Washington",2003,13303,Non-human activity,0,0,0
"GA, Wayne",2003,13305,Human infections,1,1,0
"GA, White",2003,13311,Human infections,1,0,0
"GA, Whitfield",2003,13313,Human infections and non-human activity,1,1,0
"GA, Wilkes",2003,13317,Non-human activity,0,0,0
"GA, Wilkinson",2003,13319,Non-human activity,0,0,0
"GA, Worth",2003,13321,Non-human activity,0,0,0
"ID, Gooding",2003,16047,Human infections,1,0,0
"IL, Adams",2003,17001,Non-human activity,0,0,0
"IL, Bond",2003,17005,Non-human activity,0,0,0
"IL, Boone",2003,17007,Non-human activity,0,0,0
"IL, Brown",2003,17009,Non-human activity,0,0,0
"IL, Bureau",2003,17011,Human infections and non-human activity,1,0,0
"IL, Cass",2003,17017,Non-human activity,0,0,0
"IL, Champaign",2003,17019,Human infections and non-human activity,1,1,0
"IL, Clay",2003,17025,Non-human activity,0,0,0
"IL, Cook",2003,17031,Human infections and non-human activity,20,16,0
"IL, Crawford",2003,17033,Human infections and non-human activity,1,0,0
"IL, De Kalb",2003,17037,Human infections and non-human activity,2,0,0
"IL, De Witt",2003,17039,Non-human activity,0,0,0
"IL, Douglas",2003,17041,Non-human activity,0,0,0
"IL, Du Page",2003,17043,Human infections and non-human activity,3,1,0
"IL, Edgar",2003,17045,Non-human activity,0,0,0
"IL, Fayette",2003,17051,Non-human activity,0,0,0
"IL, Ford",2003,17053,Non-human activity,0,0,0
"IL, Franklin",2003,17055,Non-human activity,0,0,0
"IL, Greene",2003,17061,Non-human activity,0,0,0
"IL, Grundy",2003,17063,Non-human activity,0,0,0
"IL, Hamilton",2003,17065,Non-human activity,0,0,0
"IL, Hancock",2003,17067,Non-human activity,0,0,0
"IL, Henderson",2003,17071,Non-human activity,0,0,0
"IL, Henry",2003,17073,Non-human activity,0,0,0
"IL, Jackson",2003,17077,Non-human activity,0,0,0
"IL, Jasper",2003,17079,Non-human activity,0,0,0
"IL, Jefferson",2003,17081,Non-human activity,0,0,0
"IL, Jersey",2003,17083,Non-human activity,0,0,0
"IL, Jo Daviess",2003,17085,Non-human activity,0,0,0
"IL, Kane",2003,17089,Non-human activity,0,0,0
"IL, Kankakee",2003,17091,Non-human activity,0,0,0
"IL, Kendall",2003,17093,Non-human activity,0,0,0
"IL, Knox",2003,17095,Non-human activity,0,0,0
"IL, Lake",2003,17097,Human infections and non-human activity,1,0,0
"IL, La Salle",2003,17099,Human infections and non-human activity,1,1,0
"IL, Lawrence",2003,17101,Non-human activity,0,0,0
"IL, Lee",2003,17103,Non-human activity,0,0,0
"IL, Livingston",2003,17105,Non-human activity,0,0,0
"IL, Logan",2003,17107,Non-human activity,0,0,0
"IL, Mcdonough",2003,17109,Human infections and non-human activity,1,1,0
"IL, Mchenry",2003,17111,Non-human activity,0,0,0
"IL, Mclean",2003,17113,Human infections and non-human activity,1,0,0
"IL, Macon",2003,17115,Human infections and non-human activity,1,0,0
"IL, Macoupin",2003,17117,Human infections and non-human activity,1,0,0
"IL, Madison",2003,17119,Human infections and non-human activity,2,1,0
"IL, Marion",2003,17121,Non-human activity,0,0,0
"IL, Mason",2003,17125,Non-human activity,0,0,0
"IL, Menard",2003,17129,Non-human activity,0,0,0
"IL, Mercer",2003,17131,Non-human activity,0,0,0
"IL, Montgomery",2003,17135,Non-human activity,0,0,0
"IL, Morgan",2003,17137,Non-human activity,0,0,0
"IL, Peoria",2003,17143,Non-human activity,0,0,0
"IL, Perry",2003,17145,Non-human activity,0,0,0
"IL, Piatt",2003,17147,Human infections and non-human activity,3,2,0
"IL, Pike",2003,17149,Non-human activity,0,0,0
"IL, Randolph",2003,17157,Non-human activity,0,0,0
"IL, Richland",2003,17159,Human infections and non-human activity,1,1,0
"IL, Rock Island",2003,17161,Human infections and non-human activity,1,1,0
"IL, St Clair",2003,17163,Human infections and non-human activity,1,1,0
"IL, Saline",2003,17165,Non-human activity,0,0,0
"IL, Sangamon",2003,17167,Human infections and non-human activity,4,2,1
"IL, Schuyler",2003,17169,Non-human activity,0,0,0
"IL, Scott",2003,17171,Non-human activity,0,0,0
"IL, Shelby",2003,17173,Non-human activity,0,0,0
"IL, Stephenson",2003,17177,Non-human activity,0,0,0
"IL, Tazewell",2003,17179,Non-human activity,0,0,0
"IL, Vermilion",2003,17183,Human infections and non-human activity,1,1,0
"IL, Wabash",2003,17185,Non-human activity,0,0,0
"IL, Warren",2003,17187,Non-human activity,0,0,0
"IL, Washington",2003,17189,Non-human activity,0,0,0
"IL, Wayne",2003,17191,Non-human activity,0,0,0
"IL, Whiteside",2003,17195,Human infections and non-human activity,3,0,0
"IL, Will",2003,17197,Human infections and non-human activity,3,0,0
"IL, Williamson",2003,17199,Non-human activity,0,0,0
"IL, Winnebago",2003,17201,Human infections and non-human activity,1,1,0
"IL, Woodford",2003,17203,Non-human activity,0,0,0
"IN, Adams",2003,18001,Human infections and non-human activity,2,0,0
"IN, Allen",2003,18003,Human infections and non-human activity,7,4,0
"IN, Bartholomew",2003,18005,Non-human activity,0,0,0
"IN, Blackford",2003,18009,Human infections and non-human activity,1,0,0
"IN, Boone",2003,18011,Human infections and non-human activity,1,0,0
"IN, Brown",2003,18013,Non-human activity,0,0,0
"IN, Carroll",2003,18015,Non-human activity,0,0,0
"IN, Clark",2003,18019,Non-human activity,0,0,0
"IN, Clay",2003,18021,Human infections and non-human activity,1,1,0
"IN, Clinton",2003,18023,Non-human activity,0,0,0
"IN, Daviess",2003,18027,Non-human activity,0,0,0
"IN, Dearborn",2003,18029,Human infections and non-human activity,1,1,0
"IN, Decatur",2003,18031,Non-human activity,0,0,0
"IN, De Kalb",2003,18033,Human infections and non-human activity,2,0,0
"IN, Delaware",2003,18035,Human infections and non-human activity,4,1,0
"IN, Dubois",2003,18037,Non-human activity,0,0,0
"IN, Elkhart",2003,18039,Human infections and non-human activity,1,0,0
"IN, Floyd",2003,18043,Non-human activity,0,0,0
"IN, Gibson",2003,18051,Non-human activity,0,0,0
"IN, Grant",2003,18053,Human infections and non-human activity,3,1,0
"IN, Greene",2003,18055,Non-human activity,0,0,0
"IN, Hamilton",2003,18057,Non-human activity,0,0,0
"IN, Hancock",2003,18059,Non-human activity,0,0,0
"IN, Harrison",2003,18061,Non-human activity,0,0,0
"IN, Hendricks",2003,18063,Non-human activity,0,0,0
"IN, Henry",2003,18065,Human infections and non-human activity,1,1,0
"IN, Howard",2003,18067,Human infections and non-human activity,2,1,0
"IN, Huntington",2003,18069,Non-human activity,0,0,0
"IN, Jackson",2003,18071,Non-human activity,0,0,0
"IN, Jasper",2003,18073,Non-human activity,0,0,0
"IN, Jefferson",2003,18077,Non-human activity,0,0,0
"IN, Jennings",2003,18079,Human infections and non-human activity,1,1,0
"IN, Johnson",2003,18081,Non-human activity,0,0,0
"IN, Knox",2003,18083,Human infections and non-human activity,2,0,0
"IN, Kosciusko",2003,18085,Human infections,1,0,0
"IN, Lake",2003,18089,Human infections and non-human activity,6,3,0
"IN, La Porte",2003,18091,Non-human activity,0,0,0
"IN, Madison",2003,18095,Non-human activity,0,0,0
"IN, Marion",2003,18097,Human infections and non-human activity,2,0,0
"IN, Marshall",2003,18099,Human infections and non-human activity,1,0,0
"IN, Martin",2003,18101,Non-human activity,0,0,0
"IN, Miami",2003,18103,Human infections and non-human activity,1,0,0
"IN, Monroe",2003,18105,Non-human activity,0,0,0
"IN, Montgomery",2003,18107,Non-human activity,0,0,0
"IN, Morgan",2003,18109,Non-human activity,0,0,0
"IN, Newton",2003,18111,Non-human activity,0,0,0
"IN, Noble",2003,18113,Non-human activity,0,0,0
"IN, Ohio",2003,18115,Non-human activity,0,0,0
