FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"FL, Glades",2010,12043,Non-human activity,0,0,0
"FL, Hendry",2010,12051,Non-human activity,0,0,0
"FL, Hernando",2010,12053,Non-human activity,0,0,0
"FL, Highlands",2010,12055,Human infections,1,1,0
"FL, Hillsborough",2010,12057,Non-human activity,0,0,0
"FL, Indian River",2010,12061,Non-human activity,0,0,0
"FL, Jefferson",2010,12065,Non-human activity,0,0,0
"FL, Lee",2010,12071,Human infections and non-human activity,1,0,0
"FL, Leon",2010,12073,Non-human activity,0,0,0
"FL, Manatee",2010,12081,Non-human activity,0,0,0
"FL, Marion",2010,12083,Non-human activity,0,0,0
"FL, Martin",2010,12085,Non-human activity,0,0,0
"FL, Miami-Dade",2010,12086,Non-human activity,0,0,0
"FL, Nassau",2010,12089,Non-human activity,0,0,0
"FL, Orange",2010,12095,Human infections and non-human activity,2,2,0
"FL, Osceola",2010,12097,Human infections and non-human activity,1,1,0
"FL, Palm Beach",2010,12099,Non-human activity,0,0,0
"FL, Pinellas",2010,12103,Non-human activity,0,0,0
"FL, Polk",2010,12105,Non-human activity,0,0,0
"FL, Putnam",2010,12107,Non-human activity,0,0,0
"FL, St Johns",2010,12109,Non-human activity,0,0,0
"FL, St Lucie",2010,12111,Non-human activity,0,0,0
"FL, Sarasota",2010,12115,Non-human activity,0,0,0
"FL, Seminole",2010,12117,Non-human activity,0,0,0
"FL, Suwannee",2010,12121,Human infections,1,1,0
"FL, Union",2010,12125,Non-human activity,0,0,0
"FL, Volusia",2010,12127,Non-human activity,0,0,0
"FL, Walton",2010,12131,Non-human activity,0,0,0
"GA, Bibb",2010,13021,Human infections,1,0,0
"GA, Clayton",2010,13063,Human infections and non-human activity,1,0,0
"GA, Cobb",2010,13067,Human infections and non-human activity,1,0,0
"GA, De Kalb",2010,13089,Human infections and non-human activity,5,2,0
"GA, Dougherty",2010,13095,Human infections,1,0,0
"GA, Fulton",2010,13121,Human infections and non-human activity,1,1,1
"GA, Gwinnett",2010,13135,Human infections,1,0,0
"GA, Henry",2010,13151,Human infections,1,1,0
"GA, Lowndes",2010,13185,Non-human activity,0,0,0
"GA, Muscogee",2010,13215,Human infections,1,0,0
"GA, Thomas",2010,13275,Non-human activity,0,0,0
"ID, Canyon",2010,16027,Human infections,1,0,0
"ID, Franklin",2010,16041,Non-human activity,0,0,0
"ID, Twin Falls",2010,16083,Non-human activity,0,0,0
"IL, Adams",2010,17001,Non-human activity,0,0,0
"IL, Carroll",2010,17015,Non-human activity,0,0,0
"IL, Champaign",2010,17019,Human infections and non-human activity,1,1,0
"IL, Cook",2010,17031,Human infections and non-human activity,30,22,0
"IL, Du Page",2010,17043,Human infections and non-human activity,17,14,2
"IL, Gallatin",2010,17059,Non-human activity,0,0,0
"IL, Greene",2010,17061,Non-human activity,0,0,0
"IL, Jackson",2010,17077,Non-human activity,0,0,0
"IL, Jefferson",2010,17081,Non-human activity,0,0,0
"IL, Jo Daviess",2010,17085,Non-human activity,0,0,0
"IL, Kane",2010,17089,Human infections and non-human activity,5,3,1
"IL, Kankakee",2010,17091,Non-human activity,0,0,0
"IL, Kendall",2010,17093,Human infections and non-human activity,2,1,0
"IL, Knox",2010,17095,Non-human activity,0,0,0
"IL, Lake",2010,17097,Human infections and non-human activity,1,1,1
"IL, Lee",2010,17103,Non-human activity,0,0,0
"IL, Livingston",2010,17105,Non-human activity,0,0,0
"IL, Mchenry",2010,17111,Human infections and non-human activity,1,0,0
"IL, Mclean",2010,17113,Non-human activity,0,0,0
"IL, Macon",2010,17115,Non-human activity,0,0,0
"IL, Mercer",2010,17131,Non-human activity,0,0,0
"IL, Peoria",2010,17143,Human infections and non-human activity,1,1,0
"IL, Rock Island",2010,17161,Non-human activity,0,0,0
"IL, St Clair",2010,17163,Non-human activity,0,0,0
"IL, Sangamon",2010,17167,Non-human activity,0,0,0
"IL, Stephenson",2010,17177,Non-human activity,0,0,0
"IL, Tazewell",2010,17179,Human infections and non-human activity,1,1,1
"IL, Whiteside",2010,17195,Non-human activity,0,0,0
"IL, Will",2010,17197,Human infections and non-human activity,2,1,0
"IL, Winnebago",2010,17201,Non-human activity,0,0,0
"IN, Adams",2010,18001,Human infections and non-human activity,2,1,0
"IN, Allen",2010,18003,Human infections and non-human activity,2,0,0
"IN, Benton",2010,18007,Non-human activity,0,0,0
"IN, Blackford",2010,18009,Non-human activity,0,0,0
"IN, Boone",2010,18011,Non-human activity,0,0,0
"IN, Carroll",2010,18015,Non-human activity,0,0,0
"IN, Cass",2010,18017,Non-human activity,0,0,0
"IN, Clark",2010,18019,Non-human activity,0,0,0
"IN, Clinton",2010,18023,Non-human activity,0,0,0
"IN, Decatur",2010,18031,Non-human activity,0,0,0
"IN, De Kalb",2010,18033,Non-human activity,0,0,0
"IN, Delaware",2010,18035,Human infections and non-human activity,1,1,0
"IN, Elkhart",2010,18039,Non-human activity,0,0,0
"IN, Fayette",2010,18041,Non-human activity,0,0,0
"IN, Floyd",2010,18043,Non-human activity,0,0,0
"IN, Fountain",2010,18045,Non-human activity,0,0,0
"IN, Franklin",2010,18047,Non-human activity,0,0,0
"IN, Fulton",2010,18049,Non-human activity,0,0,0
"IN, Gibson",2010,18051,Non-human activity,0,0,0
"IN, Grant",2010,18053,Non-human activity,0,0,0
"IN, Hamilton",2010,18057,Non-human activity,0,0,0
"IN, Hancock",2010,18059,Non-human activity,0,0,0
"IN, Hendricks",2010,18063,Non-human activity,0,0,0
"IN, Howard",2010,18067,Non-human activity,0,0,0
"IN, Huntington",2010,18069,Non-human activity,0,0,0
"IN, Jasper",2010,18073,Human infections and non-human activity,1,1,0
"IN, Jay",2010,18075,Non-human activity,0,0,0
"IN, Johnson",2010,18081,Non-human activity,0,0,0
"IN, Knox",2010,18083,Non-human activity,0,0,0
"IN, Kosciusko",2010,18085,Non-human activity,0,0,0
"IN, La Grange",2010,18087,Non-human activity,0,0,0
"IN, Lake",2010,18089,Human infections and non-human activity,1,0,0
"IN, La Porte",2010,18091,Non-human activity,0,0,0
"IN, Madison",2010,18095,Non-human activity,0,0,0
"IN, Marion",2010,18097,Human infections and non-human activity,3,2,0
"IN, Marshall",2010,18099,Non-human activity,0,0,0
"IN, Miami",2010,18103,Non-human activity,0,0,0
"IN, Monroe",2010,18105,Non-human activity,0,0,0
"IN, Montgomery",2010,18107,Non-human activity,0,0,0
"IN, Morgan",2010,18109,Human infections,1,0,0
"IN, Newton",2010,18111,Non-human activity,0,0,0
"IN, Noble",2010,18113,Non-human activity,0,0,0
"IN, Ohio",2010,18115,Non-human activity,0,0,0
"IN, Parke",2010,18121,Non-human activity,0,0,0
"IN, Porter",2010,18127,Human infections and non-human activity,2,1,0
"IN, Randolph",2010,18135,Non-human activity,0,0,0
"IN, St Joseph",2010,18141,Non-human activity,0,0,0
"IN, Scott",2010,18143,Non-human activity,0,0,0
"IN, Shelby",2010,18145,Non-human activity,0,0,0
"IN, Starke",2010,18149,Non-human activity,0,0,0
"IN, Tippecanoe",2010,18157,Non-human activity,0,0,0
"IN, Tipton",2010,18159,Non-human activity,0,0,0
"IN, Vigo",2010,18167,Non-human activity,0,0,0
"IN, Wabash",2010,18169,Non-human activity,0,0,0
"IN, Washington",2010,18175,Non-human activity,0,0,0
"IN, Wayne",2010,18177,Non-human activity,0,0,0
"IN, Wells",2010,18179,Non-human activity,0,0,0
"IN, White",2010,18181,Non-human activity,0,0,0
"IN, Whitley",2010,18183,Non-human activity,0,0,0
"IA, Howard",2010,19089,Non-human activity,0,0,0
"IA, Linn",2010,19113,Non-human activity,0,0,0
"IA, O Brien",2010,19141,Human infections,1,0,0
"IA, Polk",2010,19153,Human infections and non-human activity,1,0,0
"IA, Pottawattamie",2010,19155,Human infections and non-human activity,1,1,0
"IA, Scott",2010,19163,Non-human activity,0,0,0
"IA, Story",2010,19169,Non-human activity,0,0,0
"IA, Warren",2010,19181,Human infections,0,0,1
"IA, Webster",2010,19187,Human infections,2,1,0
"IA, Woodbury",2010,19193,Human infections and non-human activity,2,1,0
IA,2010,19999,Human infections,2,2,0
"KS, Barber",2010,20007,Human infections,1,0,0
"KS, Barton",2010,20009,Human infections,1,0,0
"KS, Ellis",2010,20051,Human infections,1,1,0
"KS, Harper",2010,20077,Human infections,2,0,1
"KS, Harvey",2010,20079,Human infections,1,0,0
"KS, Mcpherson",2010,20113,Human infections,1,0,0
"KS, Marion",2010,20115,Human infections,2,0,0
"KS, Meade",2010,20119,Human infections,1,1,0
"KS, Osborne",2010,20141,Human infections,1,1,0
"KS, Phillips",2010,20147,Human infections,1,0,0
"KS, Pratt",2010,20151,Human infections,1,0,0
"KS, Sedgwick",2010,20173,Human infections,5,1,0
"KS, Stafford",2010,20185,Human infections,1,0,0
"KY, Bracken",2010,21023,Human infections,1,1,0
"KY, Henry",2010,21103,Non-human activity,0,0,0
"KY, Jefferson",2010,21111,Human infections and non-human activity,2,1,6
"KY, Johnson",2010,21115,Non-human activity,0,0,0
"KY, Madison",2010,21151,Human infections,0,0,1
"KY, Muhlenberg",2010,21177,Non-human activity,0,0,0
"KY, Oldham",2010,21185,Non-human activity,0,0,0
"KY, Shelby",2010,21211,Non-human activity,0,0,0
"KY, Taylor",2010,21217,Non-human activity,0,0,0
"LA, Ascension Parish",2010,22005,Human infections and non-human activity,7,2,3
"LA, Beauregard Parish",2010,22011,Human infections,1,1,0
"LA, Caddo Parish",2010,22017,Non-human activity,0,0,0
"LA, Calcasieu Parish",2010,22019,Non-human activity,0,0,0
"LA, East Baton Rouge Parish",2010,22033,Human infections and non-human activity,10,9,4
"LA, Iberia Parish",2010,22045,Human infections and non-human activity,3,3,0
"LA, Iberville Parish",2010,22047,Non-human activity,0,0,0
"LA, Jefferson Parish",2010,22051,Non-human activity,0,0,0
"LA, Jefferson Davis Parish",2010,22053,Non-human activity,0,0,0
"LA, Lafayette Parish",2010,22055,Human infections and non-human activity,1,1,0
"LA, Lafourche Parish",2010,22057,Non-human activity,0,0,0
"LA, Livingston Parish",2010,22063,Human infections and non-human activity,1,1,0
"LA, Ouachita Parish",2010,22073,Non-human activity,0,0,0
"LA, Plaquemines Parish",2010,22075,Non-human activity,0,0,0
"LA, Red River Parish",2010,22081,Human infections,1,1,0
"LA, St Bernard Parish",2010,22087,Non-human activity,0,0,0
"LA, St Charles Parish",2010,22089,Non-human activity,0,0,0
"LA, St James Parish",2010,22093,Non-human activity,0,0,0
"LA, St John The Baptist Parish",2010,22095,Non-human activity,0,0,0
"LA, St Martin Parish",2010,22099,Non-human activity,0,0,0
"LA, St Mary Parish",2010,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2010,22103,Human infections and non-human activity,1,1,0
"LA, Tangipahoa Parish",2010,22105,Non-human activity,0,0,0
"LA, Terrebonne Parish",2010,22109,Non-human activity,0,0,0
"LA, Vermilion Parish",2010,22113,Human infections and non-human activity,1,1,0
"LA, West Baton Rouge Parish",2010,22121,Human infections and non-human activity,1,0,0
"ME, York",2010,23031,Non-human activity,0,0,0
"MD, Anne Arundel",2010,24003,Human infections and non-human activity,3,3,0
"MD, Baltimore",2010,24005,Human infections and non-human activity,12,9,0
"MD, Frederick",2010,24021,Non-human activity,0,0,0
"MD, Howard",2010,24027,Human infections,1,0,0
"MD, Montgomery",2010,24031,Human infections and non-human activity,4,2,0
"MD, Baltimore City",2010,24510,Human infections,3,3,0
"MA, Bristol",2010,25005,Non-human activity,0,0,0
"MA, Essex",2010,25009,Non-human activity,0,0,0
"MA, Hampden",2010,25013,Human infections,1,1,0
"MA, Middlesex",2010,25017,Human infections and non-human activity,1,1,0
"MA, Norfolk",2010,25021,Non-human activity,0,0,0
"MA, Plymouth",2010,25023,Non-human activity,0,0,0
"MA, Suffolk",2010,25025,Human infections and non-human activity,3,3,0
"MA, Worcester",2010,25027,Human infections and non-human activity,2,1,1
"MI, Allegan",2010,26005,Human infections,1,1,0
"MI, Ingham",2010,26065,Non-human activity,0,0,0
"MI, Kent",2010,26081,Human infections,1,1,0
"MI, Macomb",2010,26099,Human infections,11,11,0
"MI, Midland",2010,26111,Non-human activity,0,0,0
"MI, Oakland",2010,26125,Human infections,5,4,1
"MI, Ottawa",2010,26139,Human infections,1,0,1
"MI, Washtenaw",2010,26161,Human infections and non-human activity,2,1,0
"MI, Wayne",2010,26163,Human infections and non-human activity,8,7,0
"MN, Carver",2010,27019,Human infections and non-human activity,0,0,1
"MN, Chippewa",2010,27023,Human infections,1,0,0
"MN, Chisago",2010,27025,Human infections,1,0,0
"MN, Dakota",2010,27037,Non-human activity,0,0,0
"MN, Goodhue",2010,27049,Non-human activity,0,0,0
"MN, Hennepin",2010,27053,Human infections and non-human activity,2,1,0
"MN, Ramsey",2010,27123,Human infections and non-human activity,2,1,0
"MN, Scott",2010,27139,Non-human activity,0,0,0
"MN, Steele",2010,27147,Human infections,1,1,0
"MN, Yellow Medicine",2010,27173,Human infections,1,1,0
"MS, Calhoun",2010,28013,Human infections,1,1,0
"MS, Coahoma",2010,28027,Human infections,1,1,0
"MS, Forrest",2010,28035,Non-human activity,0,0,0
"MS, Hancock",2010,28045,Non-human activity,0,0,0
"MS, Hinds",2010,28049,Non-human activity,0,0,0
"MS, Jackson",2010,28059,Non-human activity,0,0,0
"MS, Leflore",2010,28083,Human infections,3,0,1
"MS, Madison",2010,28089,Non-human activity,0,0,0
"MS, Scott",2010,28123,Human infections,1,0,1
"MS, Tallahatchie",2010,28135,Human infections,1,1,0
"MS, Tate",2010,28137,Human infections,1,0,0
"MS, Tippah",2010,28139,Non-human activity,0,0,0
"MO, Bates",2010,29013,Non-human activity,0,0,0
"MO, Clay",2010,29047,Non-human activity,0,0,0
"MO, Cole",2010,29051,Non-human activity,0,0,0
"MO, Jefferson",2010,29099,Non-human activity,0,0,0
"MO, Laclede",2010,29105,Human infections,1,1,0
"MO, St Charles",2010,29183,Human infections,1,1,0
"MO, St Louis",2010,29189,Human infections and non-human activity,1,1,0
"MO, Taney",2010,29213,Non-human activity,0,0,0
"MO, Vernon",2010,29217,Non-human activity,0,0,0
"MT, Sheridan",2010,30091,Non-human activity,0,0,0
"NE, Adams",2010,31001,Human infections and non-human activity,0,0,1
"NE, Boone",2010,31011,Human infections,1,0,0
"NE, Box Butte",2010,31013,Non-human activity,0,0,0
"NE, Brown",2010,31017,Human infections,1,0,0
"NE, Buffalo",2010,31019,Human infections and non-human activity,2,1,0
"NE, Burt",2010,31021,Human infections,1,0,0
"NE, Butler",2010,31023,Non-human activity,0,0,0
"NE, Cedar",2010,31027,Human infections,1,1,0
"NE, Chase",2010,31029,Non-human activity,0,0,0
"NE, Cherry",2010,31031,Non-human activity,0,0,0
"NE, Cheyenne",2010,31033,Human infections,3,1,0
"NE, Colfax",2010,31037,Human infections,1,0,0
"NE, Cuming",2010,31039,Non-human activity,0,0,0
"NE, Custer",2010,31041,Non-human activity,0,0,0
"NE, Dawes",2010,31045,Non-human activity,0,0,0
"NE, Dawson",2010,31047,Non-human activity,0,0,0
"NE, Dodge",2010,31053,Non-human activity,0,0,0
"NE, Douglas",2010,31055,Human infections and non-human activity,8,2,5
"NE, Garden",2010,31069,Non-human activity,0,0,0
"NE, Garfield",2010,31071,Non-human activity,0,0,0
"NE, Hall",2010,31079,Human infections and non-human activity,1,0,0
"NE, Harlan",2010,31083,Human infections,1,1,0
"NE, Holt",2010,31089,Non-human activity,0,0,0
"NE, Jefferson",2010,31095,Human infections and non-human activity,1,0,0
"NE, Kearney",2010,31099,Human infections,1,0,0
"NE, Keith",2010,31101,Human infections,0,0,1
"NE, Knox",2010,31107,Human infections,1,0,0
"NE, Lancaster",2010,31109,Human infections and non-human activity,3,1,1
"NE, Lincoln",2010,31111,Human infections and non-human activity,3,2,0
"NE, Madison",2010,31119,Non-human activity,0,0,0
"NE, Perkins",2010,31135,Human infections,1,0,0
"NE, Phelps",2010,31137,Human infections and non-human activity,1,0,0
"NE, Red Willow",2010,31145,Non-human activity,0,0,0
"NE, Richardson",2010,31147,Non-human activity,0,0,0
"NE, Sarpy",2010,31153,Human infections,3,1,1
"NE, Scotts Bluff",2010,31157,Human infections and non-human activity,3,0,0
"NE, Sheridan",2010,31161,Non-human activity,0,0,0
"NE, Valley",2010,31175,Human infections,1,0,0
"NE, Washington",2010,31177,Human infections,0,0,1
"NE, Webster",2010,31181,Human infections,1,0,0
"NE, York",2010,31185,Non-human activity,0,0,0
"NV, Churchill",2010,32001,Human infections and non-human activity,1,0,0
"NV, Douglas",2010,32005,Non-human activity,0,0,0
"NV, Lyon",2010,32019,Non-human activity,0,0,0
"NV, Mineral",2010,32021,Non-human activity,0,0,0
"NV, Washoe",2010,32031,Human infections and non-human activity,1,0,0
"NV, White Pine",2010,32033,Non-human activity,0,0,0
"NH, Hillsborough",2010,33011,Human infections and non-human activity,1,1,0
"NJ, Atlantic",2010,34001,Human infections and non-human activity,1,1,0
"NJ, Bergen",2010,34003,Non-human activity,0,0,0
"NJ, Burlington",2010,34005,Human infections and non-human activity,2,0,0
"NJ, Camden",2010,34007,Human infections and non-human activity,7,2,0
"NJ, Cape May",2010,34009,Non-human activity,0,0,0
"NJ, Cumberland",2010,34011,Human infections and non-human activity,1,0,0
"NJ, Essex",2010,34013,Human infections and non-human activity,4,2,0
"NJ, Gloucester",2010,34015,Human infections and non-human activity,1,1,0
"NJ, Hudson",2010,34017,Human infections and non-human activity,2,2,0
"NJ, Hunterdon",2010,34019,Non-human activity,0,0,0
"NJ, Mercer",2010,34021,Human infections and non-human activity,3,2,0
"NJ, Middlesex",2010,34023,Non-human activity,0,0,0
"NJ, Monmouth",2010,34025,Human infections and non-human activity,2,2,0
"NJ, Morris",2010,34027,Non-human activity,0,0,0
"NJ, Ocean",2010,34029,Human infections and non-human activity,2,2,0
"NJ, Passaic",2010,34031,Human infections and non-human activity,3,1,0
"NJ, Salem",2010,34033,Human infections and non-human activity,1,0,0
"NJ, Somerset",2010,34035,Non-human activity,0,0,0
"NJ, Sussex",2010,34037,Non-human activity,0,0,0
"NJ, Union",2010,34039,Human infections and non-human activity,1,0,0
"NJ, Warren",2010,34041,Non-human activity,0,0,0
"NM, Bernalillo",2010,35001,Human infections and non-human activity,1,1,0
"NM, Chaves",2010,35005,Human infections,2,2,1
"NM, Cibola",2010,35006,Non-human activity,0,0,0
"NM, Curry",2010,35009,Human infections and non-human activity,4,3,0
"NM, Dona Ana",2010,35013,Human infections,8,5,3
"NM, Eddy",2010,35015,Human infections,1,1,0
"NM, Lea",2010,35025,Human infections,0,0,1
"NM, Mckinley",2010,35031,Human infections,1,1,0
"NM, Roosevelt",2010,35041,Human infections,1,1,0
"NM, San Juan",2010,35045,Human infections,6,6,0
"NM, Santa Fe",2010,35049,Human infections,1,1,0
"NM, Union",2010,35059,Human infections,0,0,1
"NY, Albany",2010,36001,Non-human activity,0,0,0
"NY, Bronx",2010,36005,Human infections and non-human activity,7,5,1
"NY, Chenango",2010,36017,Human infections,1,1,0
"NY, Erie",2010,36029,Non-human activity,0,0,0
"NY, Kings",2010,36047,Human infections and non-human activity,6,3,2
"NY, Madison",2010,36053,Non-human activity,0,0,0
"NY, Nassau",2010,36059,Human infections and non-human activity,57,38,7
"NY, New York",2010,36061,Human infections and non-human activity,6,4,0
"NY, Onondaga",2010,36067,Non-human activity,0,0,0
"NY, Orange",2010,36071,Non-human activity,0,0,0
"NY, Queens",2010,36081,Human infections and non-human activity,14,14,0
"NY, Rensselaer",2010,36083,Non-human activity,0,0,0
"NY, Richmond",2010,36085,Human infections and non-human activity,9,7,0
"NY, Rockland",2010,36087,Non-human activity,0,0,0
"NY, Schenectady",2010,36093,Non-human activity,0,0,0
"NY, Suffolk",2010,36103,Human infections and non-human activity,24,13,6
"NY, Westchester",2010,36119,Human infections and non-human activity,4,4,0
"NC, Columbus",2010,37047,Non-human activity,0,0,0
"NC, Rockingham",2010,37157,Non-human activity,0,0,0
"ND, Bottineau",2010,38009,Human infections,1,0,0
"ND, Burleigh",2010,38015,Human infections and non-human activity,2,0,0
"ND, Emmons",2010,38029,Non-human activity,0,0,0
"ND, Mcintosh",2010,38051,Non-human activity,0,0,0
"ND, Morton",2010,38059,Human infections,1,0,0
"ND, Pembina",2010,38067,Non-human activity,0,0,0
"ND, Richland",2010,38077,Human infections,1,0,0
"ND, Stutsman",2010,38093,Human infections,1,0,0
"ND, Ward",2010,38101,Human infections,2,1,0
"ND, Wells",2010,38103,Human infections,1,1,0
"OH, Allen",2010,39003,Human infections,1,1,0
"OH, Cuyahoga",2010,39035,Non-human activity,0,0,0
"OH, Franklin",2010,39049,Non-human activity,0,0,0
"OH, Greene",2010,39057,Non-human activity,0,0,0
"OH, Hamilton",2010,39061,Human infections and non-human activity,1,1,0
"OH, Lake",2010,39085,Non-human activity,0,0,0
"OH, Licking",2010,39089,Non-human activity,0,0,0
"OH, Logan",2010,39091,Non-human activity,0,0,0
"OH, Lorain",2010,39093,Non-human activity,0,0,0
"OH, Lucas",2010,39095,Non-human activity,0,0,0
"OH, Medina",2010,39103,Non-human activity,0,0,0
"OH, Montgomery",2010,39113,Human infections and non-human activity,1,1,0
"OH, Perry",2010,39127,Non-human activity,0,0,0
"OH, Putnam",2010,39137,Human infections,2,1,0
"OH, Summit",2010,39153,Non-human activity,0,0,0
"OK, Delaware",2010,40041,Human infections,1,1,0
"OK, Garfield",2010,40047,Human infections,0,0,1
"OK, Payne",2010,40119,Non-human activity,0,0,0
"OK, Tulsa",2010,40143,Non-human activity,0,0,0
"OR, Malheur",2010,41045,Non-human activity,0,0,0
"OR, Morrow",2010,41049,Non-human activity,0,0,0
"PA, Adams",2010,42001,Non-human activity,0,0,0
"PA, Allegheny",2010,42003,Non-human activity,0,0,0
"PA, Berks",2010,42011,Non-human activity,0,0,0
"PA, Bucks",2010,42017,Non-human activity,0,0,0
"PA, Carbon",2010,42025,Non-human activity,0,0,0
