FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"CA, Colusa",2013,06011,Human infections and non-human activity,2,0,0
"CA, Contra Costa",2013,06013,Human infections and non-human activity,4,3,0
"CA, El Dorado",2013,06017,Human infections,1,0,0
"CA, Fresno",2013,06019,Human infections and non-human activity,8,5,0
"CA, Glenn",2013,06021,Human infections and non-human activity,9,1,0
"CA, Humboldt",2013,06023,Human infections and non-human activity,0,0,1
"CA, Imperial",2013,06025,Human infections,0,0,1
"CA, Kern",2013,06029,Human infections and non-human activity,26,16,8
"CA, Kings",2013,06031,Human infections and non-human activity,1,0,0
"CA, Lake",2013,06033,Human infections and non-human activity,0,0,1
"CA, Los Angeles",2013,06037,Human infections and non-human activity,150,109,23
"CA, Madera",2013,06039,Human infections and non-human activity,3,3,2
"CA, Marin",2013,06041,Human infections and non-human activity,2,2,1
"CA, Mendocino",2013,06045,Non-human activity,0,0,0
"CA, Merced",2013,06047,Non-human activity,0,0,0
"CA, Napa",2013,06055,Human infections and non-human activity,1,1,0
"CA, Nevada",2013,06057,Non-human activity,0,0,0
"CA, Orange",2013,06059,Human infections and non-human activity,11,10,3
"CA, Placer",2013,06061,Human infections and non-human activity,5,0,2
"CA, Riverside",2013,06065,Human infections and non-human activity,36,25,5
"CA, Sacramento",2013,06067,Human infections and non-human activity,11,6,2
"CA, San Benito",2013,06069,Human infections and non-human activity,0,0,1
"CA, San Bernardino",2013,06071,Human infections and non-human activity,13,11,3
"CA, San Diego",2013,06073,Non-human activity,0,0,0
"CA, San Francisco",2013,06075,Human infections,1,1,0
"CA, San Joaquin",2013,06077,Human infections and non-human activity,9,6,4
"CA, San Luis Obispo",2013,06079,Non-human activity,0,0,0
"CA, Santa Barbara",2013,06083,Human infections,1,1,0
"CA, Santa Clara",2013,06085,Human infections and non-human activity,2,2,0
"CA, Santa Cruz",2013,06087,Non-human activity,0,0,0
"CA, Shasta",2013,06089,Human infections and non-human activity,1,1,0
"CA, Solano",2013,06095,Human infections and non-human activity,1,1,0
"CA, Sonoma",2013,06097,Non-human activity,0,0,0
"CA, Stanislaus",2013,06099,Human infections and non-human activity,16,7,2
"CA, Sutter",2013,06101,Human infections and non-human activity,10,3,0
"CA, Tehama",2013,06103,Human infections and non-human activity,5,2,0
"CA, Trinity",2013,06105,Non-human activity,0,0,0
"CA, Tulare",2013,06107,Human infections and non-human activity,5,4,4
"CA, Ventura",2013,06111,Human infections and non-human activity,2,1,0
"CA, Yolo",2013,06113,Human infections and non-human activity,6,1,1
"CA, Yuba",2013,06115,Human infections and non-human activity,13,4,1
"CO, Adams",2013,08001,Human infections and non-human activity,25,13,1
"CO, Arapahoe",2013,08005,Human infections and non-human activity,5,3,0
"CO, Bent",2013,08011,Human infections,1,1,0
"CO, Boulder",2013,08013,Human infections and non-human activity,52,10,1
"CO, Broomfield",2013,08014,Human infections,6,3,2
"CO, Cheyenne",2013,08017,Human infections,1,1,0
"CO, Crowley",2013,08025,Human infections,2,1,0
"CO, Delta",2013,08029,Human infections and non-human activity,14,1,0
"CO, Denver",2013,08031,Human infections,12,6,1
"CO, Douglas",2013,08035,Human infections,2,0,1
"CO, Eagle",2013,08037,Human infections,1,0,0
"CO, Elbert",2013,08039,Human infections,1,0,0
"CO, El Paso",2013,08041,Human infections and non-human activity,1,1,0
"CO, Garfield",2013,08045,Non-human activity,0,0,0
"CO, Huerfano",2013,08055,Human infections,1,0,0
"CO, Jefferson",2013,08059,Human infections and non-human activity,5,2,1
"CO, La Plata",2013,08067,Human infections,1,0,0
"CO, Larimer",2013,08069,Human infections and non-human activity,89,17,3
"CO, Lincoln",2013,08073,Human infections,1,1,0
"CO, Logan",2013,08075,Human infections,7,2,0
"CO, Mesa",2013,08077,Human infections and non-human activity,9,5,3
"CO, Montezuma",2013,08083,Human infections and non-human activity,6,2,1
"CO, Montrose",2013,08085,Human infections,2,1,0
"CO, Morgan",2013,08087,Human infections and non-human activity,17,3,0
"CO, Otero",2013,08089,Human infections,3,1,3
"CO, Prowers",2013,08099,Human infections and non-human activity,6,0,0
"CO, Pueblo",2013,08101,Human infections and non-human activity,5,2,0
"CO, Rio Blanco",2013,08103,Non-human activity,0,0,0
"CO, Sedgwick",2013,08115,Human infections,1,0,1
"CO, Summit",2013,08117,Human infections,1,0,0
"CO, Washington",2013,08121,Human infections,2,2,0
"CO, Weld",2013,08123,Human infections and non-human activity,43,12,4
"CT, Fairfield",2013,09001,Human infections and non-human activity,4,1,0
"CT, Hartford",2013,09003,Non-human activity,0,0,0
"CT, New Haven",2013,09009,Non-human activity,0,0,0
"CT, New London",2013,09011,Non-human activity,0,0,0
"CT, Tolland",2013,09013,Non-human activity,0,0,0
"CT, Windham",2013,09015,Non-human activity,0,0,0
"DE, Kent",2013,10001,Human infections and non-human activity,2,2,0
"DE, New Castle",2013,10003,Human infections and non-human activity,1,1,0
"DE, Sussex",2013,10005,Non-human activity,0,0,0
"DC, Washington",2013,11001,Human infections and non-human activity,1,0,0
"FL, Alachua",2013,12001,Human infections and non-human activity,1,1,0
"FL, Baker",2013,12003,Non-human activity,0,0,0
"FL, Bay",2013,12005,Non-human activity,0,0,0
"FL, Brevard",2013,12009,Non-human activity,0,0,0
"FL, Citrus",2013,12017,Non-human activity,0,0,0
"FL, Clay",2013,12019,Non-human activity,0,0,0
"FL, Columbia",2013,12023,Non-human activity,0,0,0
"FL, Duval",2013,12031,Human infections and non-human activity,3,2,1
"FL, Flagler",2013,12035,Non-human activity,0,0,0
"FL, Hernando",2013,12053,Non-human activity,0,0,0
"FL, Hillsborough",2013,12057,Non-human activity,0,0,0
"FL, Indian River",2013,12061,Non-human activity,0,0,0
"FL, Jackson",2013,12063,Non-human activity,0,0,0
"FL, Lake",2013,12069,Non-human activity,0,0,0
"FL, Leon",2013,12073,Human infections and non-human activity,1,1,0
"FL, Manatee",2013,12081,Non-human activity,0,0,0
"FL, Nassau",2013,12089,Human infections and non-human activity,1,1,0
"FL, Orange",2013,12095,Non-human activity,0,0,0
"FL, Pasco",2013,12101,Non-human activity,0,0,0
"FL, Polk",2013,12105,Human infections and non-human activity,1,0,0
"FL, Putnam",2013,12107,Non-human activity,0,0,0
"FL, St Johns",2013,12109,Non-human activity,0,0,0
"FL, Sarasota",2013,12115,Non-human activity,0,0,0
"FL, Seminole",2013,12117,Non-human activity,0,0,0
"FL, Volusia",2013,12127,Non-human activity,0,0,0
"FL, Walton",2013,12131,Non-human activity,0,0,0
"GA, Brantley",2013,13025,Human infections,2,1,0
"GA, Bryan",2013,13029,Non-human activity,0,0,0
"GA, Chatham",2013,13051,Non-human activity,0,0,0
"GA, Chattooga",2013,13055,Non-human activity,0,0,0
"GA, Cherokee",2013,13057,Non-human activity,0,0,0
"GA, Cobb",2013,13067,Human infections,1,1,0
"GA, Columbia",2013,13073,Human infections,1,0,0
"GA, De Kalb",2013,13089,Human infections and non-human activity,0,0,1
"GA, Franklin",2013,13119,Non-human activity,0,0,0
"GA, Fulton",2013,13121,Non-human activity,0,0,0
"GA, Glynn",2013,13127,Non-human activity,0,0,0
"GA, Gordon",2013,13129,Non-human activity,0,0,0
"GA, Gwinnett",2013,13135,Human infections,0,0,2
"GA, Hall",2013,13139,Human infections,1,1,0
"GA, Liberty",2013,13179,Non-human activity,0,0,0
"GA, Lowndes",2013,13185,Human infections and non-human activity,2,0,0
"GA, Muscogee",2013,13215,Human infections,1,0,0
"GA, Richmond",2013,13245,Human infections,1,0,0
"GA, Wayne",2013,13305,Non-human activity,0,0,0
"GA, White",2013,13311,Human infections,1,1,0
"ID, Ada",2013,16001,Human infections and non-human activity,8,0,3
"ID, Adams",2013,16003,Non-human activity,0,0,0
"ID, Bingham",2013,16011,Non-human activity,0,0,0
"ID, Canyon",2013,16027,Human infections and non-human activity,14,7,1
"ID, Elmore",2013,16039,Non-human activity,0,0,0
"ID, Fremont",2013,16043,Non-human activity,0,0,0
"ID, Gem",2013,16045,Human infections and non-human activity,1,1,0
"ID, Gooding",2013,16047,Human infections and non-human activity,1,1,0
"ID, Jerome",2013,16053,Human infections,1,0,4
"ID, Lewis",2013,16061,Human infections,1,1,0
"ID, Minidoka",2013,16067,Human infections,1,0,1
"ID, Owyhee",2013,16073,Human infections and non-human activity,2,1,0
"ID, Payette",2013,16075,Human infections and non-human activity,5,2,1
"ID, Twin Falls",2013,16083,Human infections and non-human activity,3,1,2
"ID, Valley",2013,16085,Non-human activity,0,0,0
"ID, Washington",2013,16087,Human infections and non-human activity,3,0,0
"IL, Adams",2013,17001,Human infections and non-human activity,1,0,1
"IL, Alexander",2013,17003,Non-human activity,0,0,0
"IL, Bond",2013,17005,Human infections and non-human activity,1,1,1
"IL, Boone",2013,17007,Non-human activity,0,0,0
"IL, Bureau",2013,17011,Non-human activity,0,0,0
"IL, Calhoun",2013,17013,Non-human activity,0,0,0
"IL, Carroll",2013,17015,Non-human activity,0,0,0
"IL, Champaign",2013,17019,Non-human activity,0,0,0
"IL, Clay",2013,17025,Non-human activity,0,0,0
"IL, Clinton",2013,17027,Non-human activity,0,0,0
"IL, Cook",2013,17031,Human infections and non-human activity,59,46,7
"IL, De Kalb",2013,17037,Non-human activity,0,0,0
"IL, Douglas",2013,17041,Non-human activity,0,0,0
"IL, Du Page",2013,17043,Human infections and non-human activity,7,5,0
"IL, Edwards",2013,17047,Non-human activity,0,0,0
"IL, Effingham",2013,17049,Non-human activity,0,0,0
"IL, Fayette",2013,17051,Non-human activity,0,0,0
"IL, Ford",2013,17053,Non-human activity,0,0,0
"IL, Franklin",2013,17055,Human infections and non-human activity,2,2,1
"IL, Fulton",2013,17057,Non-human activity,0,0,0
"IL, Gallatin",2013,17059,Non-human activity,0,0,0
"IL, Greene",2013,17061,Human infections and non-human activity,1,0,0
"IL, Grundy",2013,17063,Non-human activity,0,0,0
"IL, Hamilton",2013,17065,Non-human activity,0,0,0
"IL, Hancock",2013,17067,Non-human activity,0,0,0
"IL, Henry",2013,17073,Non-human activity,0,0,0
"IL, Iroquois",2013,17075,Non-human activity,0,0,0
"IL, Jackson",2013,17077,Human infections and non-human activity,2,1,0
"IL, Jasper",2013,17079,Human infections,1,1,0
"IL, Jefferson",2013,17081,Human infections and non-human activity,1,1,1
"IL, Jo Daviess",2013,17085,Non-human activity,0,0,0
"IL, Kane",2013,17089,Non-human activity,0,0,0
"IL, Kankakee",2013,17091,Human infections and non-human activity,1,1,1
"IL, Kendall",2013,17093,Non-human activity,0,0,0
"IL, Knox",2013,17095,Non-human activity,0,0,0
"IL, Lake",2013,17097,Human infections and non-human activity,6,3,0
"IL, La Salle",2013,17099,Human infections and non-human activity,1,1,0
"IL, Lee",2013,17103,Human infections and non-human activity,1,1,0
"IL, Livingston",2013,17105,Human infections and non-human activity,1,0,1
"IL, Logan",2013,17107,Human infections and non-human activity,1,1,0
"IL, Mcdonough",2013,17109,Human infections and non-human activity,0,0,1
"IL, Mchenry",2013,17111,Human infections and non-human activity,2,1,1
"IL, Mclean",2013,17113,Human infections and non-human activity,2,1,0
"IL, Macon",2013,17115,Human infections and non-human activity,1,1,0
"IL, Macoupin",2013,17117,Non-human activity,0,0,0
"IL, Madison",2013,17119,Human infections and non-human activity,0,0,1
"IL, Marion",2013,17121,Human infections and non-human activity,1,1,0
"IL, Mason",2013,17125,Human infections,1,0,0
"IL, Massac",2013,17127,Non-human activity,0,0,0
"IL, Menard",2013,17129,Non-human activity,0,0,0
"IL, Monroe",2013,17133,Non-human activity,0,0,0
"IL, Montgomery",2013,17135,Non-human activity,0,0,0
"IL, Morgan",2013,17137,Human infections,1,1,0
"IL, Moultrie",2013,17139,Human infections and non-human activity,1,1,0
"IL, Ogle",2013,17141,Human infections and non-human activity,1,1,0
"IL, Peoria",2013,17143,Human infections and non-human activity,1,1,0
"IL, Perry",2013,17145,Human infections and non-human activity,1,1,0
"IL, Pike",2013,17149,Non-human activity,0,0,0
"IL, Pulaski",2013,17153,Human infections,1,1,0
"IL, Putnam",2013,17155,Non-human activity,0,0,0
"IL, Rock Island",2013,17161,Non-human activity,0,0,0
"IL, St Clair",2013,17163,Human infections and non-human activity,5,3,1
"IL, Sangamon",2013,17167,Human infections and non-human activity,1,0,0
"IL, Stephenson",2013,17177,Human infections and non-human activity,1,0,1
"IL, Tazewell",2013,17179,Human infections and non-human activity,1,1,1
"IL, Union",2013,17181,Non-human activity,0,0,0
"IL, Vermilion",2013,17183,Human infections,3,2,0
"IL, Wabash",2013,17185,Human infections,1,1,0
"IL, Warren",2013,17187,Non-human activity,0,0,0
"IL, Washington",2013,17189,Human infections and non-human activity,1,1,0
"IL, White",2013,17193,Human infections and non-human activity,1,1,0
"IL, Whiteside",2013,17195,Non-human activity,0,0,0
"IL, Will",2013,17197,Non-human activity,0,0,0
"IL, Williamson",2013,17199,Human infections and non-human activity,3,2,2
"IL, Winnebago",2013,17201,Human infections and non-human activity,1,1,0
"IL, Woodford",2013,17203,Non-human activity,0,0,0
"IN, Adams",2013,18001,Non-human activity,0,0,0
"IN, Allen",2013,18003,Human infections and non-human activity,1,1,0
"IN, Bartholomew",2013,18005,Human infections and non-human activity,1,1,0
"IN, Benton",2013,18007,Non-human activity,0,0,0
"IN, Blackford",2013,18009,Non-human activity,0,0,0
"IN, Boone",2013,18011,Non-human activity,0,0,0
"IN, Brown",2013,18013,Non-human activity,0,0,0
"IN, Carroll",2013,18015,Non-human activity,0,0,0
"IN, Cass",2013,18017,Non-human activity,0,0,0
"IN, Clark",2013,18019,Human infections and non-human activity,1,1,0
"IN, Clay",2013,18021,Non-human activity,0,0,0
"IN, Clinton",2013,18023,Non-human activity,0,0,0
"IN, Crawford",2013,18025,Non-human activity,0,0,0
"IN, Daviess",2013,18027,Non-human activity,0,0,0
"IN, Decatur",2013,18031,Non-human activity,0,0,0
"IN, De Kalb",2013,18033,Non-human activity,0,0,0
"IN, Delaware",2013,18035,Non-human activity,0,0,0
"IN, Dubois",2013,18037,Non-human activity,0,0,0
"IN, Elkhart",2013,18039,Human infections and non-human activity,1,0,0
"IN, Fayette",2013,18041,Non-human activity,0,0,0
"IN, Floyd",2013,18043,Human infections and non-human activity,1,0,0
"IN, Fountain",2013,18045,Non-human activity,0,0,0
"IN, Franklin",2013,18047,Non-human activity,0,0,0
"IN, Fulton",2013,18049,Non-human activity,0,0,0
"IN, Gibson",2013,18051,Non-human activity,0,0,0
"IN, Grant",2013,18053,Non-human activity,0,0,0
"IN, Greene",2013,18055,Non-human activity,0,0,0
"IN, Hamilton",2013,18057,Human infections and non-human activity,2,2,0
"IN, Hancock",2013,18059,Non-human activity,0,0,0
"IN, Harrison",2013,18061,Non-human activity,0,0,0
"IN, Hendricks",2013,18063,Non-human activity,0,0,0
"IN, Henry",2013,18065,Non-human activity,0,0,0
"IN, Howard",2013,18067,Non-human activity,0,0,0
"IN, Huntington",2013,18069,Non-human activity,0,0,0
"IN, Jackson",2013,18071,Non-human activity,0,0,0
"IN, Jasper",2013,18073,Non-human activity,0,0,0
"IN, Jay",2013,18075,Non-human activity,0,0,0
"IN, Jefferson",2013,18077,Non-human activity,0,0,0
"IN, Johnson",2013,18081,Non-human activity,0,0,0
"IN, Knox",2013,18083,Non-human activity,0,0,0
"IN, Kosciusko",2013,18085,Human infections and non-human activity,2,2,2
"IN, La Grange",2013,18087,Human infections and non-human activity,0,0,1
"IN, Lake",2013,18089,Human infections and non-human activity,1,1,0
"IN, La Porte",2013,18091,Non-human activity,0,0,0
"IN, Lawrence",2013,18093,Non-human activity,0,0,0
"IN, Madison",2013,18095,Non-human activity,0,0,0
"IN, Marion",2013,18097,Human infections and non-human activity,2,1,0
"IN, Marshall",2013,18099,Non-human activity,0,0,0
"IN, Martin",2013,18101,Non-human activity,0,0,0
"IN, Miami",2013,18103,Human infections and non-human activity,1,1,0
"IN, Monroe",2013,18105,Non-human activity,0,0,0
"IN, Montgomery",2013,18107,Non-human activity,0,0,0
"IN, Morgan",2013,18109,Non-human activity,0,0,0
"IN, Newton",2013,18111,Non-human activity,0,0,0
"IN, Noble",2013,18113,Non-human activity,0,0,0
"IN, Ohio",2013,18115,Non-human activity,0,0,0
"IN, Owen",2013,18119,Non-human activity,0,0,0
"IN, Parke",2013,18121,Non-human activity,0,0,0
"IN, Perry",2013,18123,Non-human activity,0,0,0
"IN, Pike",2013,18125,Non-human activity,0,0,0
"IN, Porter",2013,18127,Human infections and non-human activity,3,3,0
"IN, Posey",2013,18129,Non-human activity,0,0,0
"IN, Pulaski",2013,18131,Non-human activity,0,0,0
"IN, Putnam",2013,18133,Non-human activity,0,0,0
"IN, Randolph",2013,18135,Non-human activity,0,0,0
"IN, Ripley",2013,18137,Human infections,1,1,0
"IN, Rush",2013,18139,Non-human activity,0,0,0
"IN, St Joseph",2013,18141,Non-human activity,0,0,0
"IN, Scott",2013,18143,Human infections and non-human activity,1,1,0
"IN, Shelby",2013,18145,Non-human activity,0,0,0
"IN, Spencer",2013,18147,Non-human activity,0,0,0
"IN, Starke",2013,18149,Non-human activity,0,0,0
"IN, Steuben",2013,18151,Non-human activity,0,0,0
"IN, Sullivan",2013,18153,Non-human activity,0,0,0
"IN, Tippecanoe",2013,18157,Non-human activity,0,0,0
"IN, Tipton",2013,18159,Non-human activity,0,0,0
"IN, Union",2013,18161,Non-human activity,0,0,0
"IN, Vanderburgh",2013,18163,Human infections and non-human activity,3,2,0
"IN, Vermillion",2013,18165,Non-human activity,0,0,0
"IN, Vigo",2013,18167,Human infections and non-human activity,1,1,0
"IN, Wabash",2013,18169,Non-human activity,0,0,0
"IN, Warren",2013,18171,Non-human activity,0,0,0
"IN, Warrick",2013,18173,Human infections and non-human activity,1,1,0
"IN, Washington",2013,18175,Non-human activity,0,0,0
"IN, Wayne",2013,18177,Non-human activity,0,0,0
"IN, Wells",2013,18179,Non-human activity,0,0,0
"IN, White",2013,18181,Non-human activity,0,0,0
"IN, Whitley",2013,18183,Non-human activity,0,0,0
"IA, Audubon",2013,19009,Human infections,1,1,0
"IA, Cass",2013,19029,Human infections,1,0,0
"IA, Cerro Gordo",2013,19033,Non-human activity,0,0,0
"IA, Crawford",2013,19047,Human infections,2,1,0
"IA, Dallas",2013,19049,Human infections and non-human activity,2,2,0
"IA, Davis",2013,19051,Non-human activity,0,0,0
"IA, Dickinson",2013,19059,Human infections,1,0,0
"IA, Fayette",2013,19065,Human infections,1,0,0
"IA, Fremont",2013,19071,Human infections,1,1,0
"IA, Grundy",2013,19075,Non-human activity,0,0,0
"IA, Hamilton",2013,19079,Human infections,1,1,0
"IA, Harrison",2013,19085,Human infections,1,1,0
"IA, Humboldt",2013,19091,Human infections,2,0,0
"IA, Ida",2013,19093,Human infections,1,0,0
"IA, Jackson",2013,19097,Non-human activity,0,0,0
"IA, Jasper",2013,19099,Human infections and non-human activity,1,1,0
"IA, Kossuth",2013,19109,Human infections,1,1,0
"IA, Lee",2013,19111,Human infections,0,0,1
"IA, Linn",2013,19113,Human infections,1,0,0
"IA, Lyon",2013,19119,Human infections,2,0,0
"IA, Monona",2013,19133,Human infections,4,3,0
"IA, Monroe",2013,19135,Human infections,1,0,0
"IA, Montgomery",2013,19137,Human infections,2,1,0
"IA, Plymouth",2013,19149,Human infections,1,0,0
"IA, Polk",2013,19153,Human infections and non-human activity,0,0,3
"IA, Pottawattamie",2013,19155,Human infections and non-human activity,4,4,1
"IA, Ringgold",2013,19159,Human infections,1,1,1
"IA, Scott",2013,19163,Human infections and non-human activity,1,0,0
"IA, Shelby",2013,19165,Human infections,1,0,3
"IA, Story",2013,19169,Non-human activity,0,0,0
"IA, Union",2013,19175,Non-human activity,0,0,0
"IA, Van Buren",2013,19177,Human infections and non-human activity,1,1,0
"IA, Webster",2013,19187,Human infections,0,0,1
"IA, Woodbury",2013,19193,Human infections and non-human activity,9,5,2
"KS, Atchison",2013,20005,Human infections,1,1,0
"KS, Barber",2013,20007,Human infections,1,1,0
"KS, Barton",2013,20009,Human infections,8,0,3
"KS, Butler",2013,20015,Human infections,2,1,0
"KS, Chase",2013,20017,Human infections,0,0,1
"KS, Chautauqua",2013,20019,Human infections,1,0,0
"KS, Clark",2013,20025,Human infections,1,1,0
"KS, Clay",2013,20027,Human infections,0,0,1
"KS, Cloud",2013,20029,Human infections,1,0,0
"KS, Decatur",2013,20039,Human infections,1,1,0
"KS, Dickinson",2013,20041,Human infections and non-human activity,4,1,2
"KS, Ellis",2013,20051,Human infections,1,0,0
"KS, Ellsworth",2013,20053,Human infections,1,0,1
"KS, Finney",2013,20055,Human infections,0,0,1
"KS, Ford",2013,20057,Human infections,3,2,1
"KS, Gove",2013,20063,Human infections,0,0,1
"KS, Gray",2013,20069,Human infections,2,1,1
"KS, Hamilton",2013,20075,Human infections,1,0,0
"KS, Harvey",2013,20079,Human infections,1,1,0
"KS, Johnson",2013,20091,Human infections,6,6,0
"KS, Kearny",2013,20093,Human infections,1,0,0
"KS, Leavenworth",2013,20103,Human infections,1,0,0
"KS, Logan",2013,20109,Human infections,1,0,0
"KS, Mcpherson",2013,20113,Human infections and non-human activity,2,1,3
"KS, Marion",2013,20115,Human infections,1,0,0
"KS, Marshall",2013,20117,Human infections,2,0,2
"KS, Morris",2013,20127,Human infections,1,0,1
"KS, Morton",2013,20129,Human infections,0,0,1
"KS, Ness",2013,20135,Human infections,2,0,0
"KS, Norton",2013,20137,Human infections,1,0,0
"KS, Ottawa",2013,20143,Human infections,1,1,0
"KS, Pawnee",2013,20145,Human infections,0,0,1
"KS, Phillips",2013,20147,Human infections,2,1,0
"KS, Pratt",2013,20151,Human infections,1,0,0
"KS, Reno",2013,20155,Human infections and non-human activity,8,3,3
"KS, Republic",2013,20157,Human infections,3,0,0
"KS, Rice",2013,20159,Human infections,2,1,1
"KS, Riley",2013,20161,Human infections,1,1,0
"KS, Rooks",2013,20163,Non-human activity,0,0,0
"KS, Rush",2013,20165,Human infections,2,1,0
"KS, Russell",2013,20167,Human infections,1,0,1
"KS, Saline",2013,20169,Human infections and non-human activity,1,1,0
"KS, Scott",2013,20171,Human infections,1,0,0
"KS, Sedgwick",2013,20173,Human infections and non-human activity,10,4,6
"KS, Sherman",2013,20181,Human infections,3,1,0
"KS, Stafford",2013,20185,Human infections,3,0,0
"KS, Sumner",2013,20191,Human infections,0,0,1
"KS, Thomas",2013,20193,Human infections,2,0,1
"KS, Washington",2013,20201,Human infections,0,0,2
"KS, Wyandotte",2013,20209,Human infections,3,3,0
"KY, Calloway",2013,21035,Non-human activity,0,0,0
"KY, Christian",2013,21047,Non-human activity,0,0,0
"KY, Daviess",2013,21059,Non-human activity,0,0,0
"KY, Edmonson",2013,21061,Non-human activity,0,0,0
"KY, Graves",2013,21083,Non-human activity,0,0,0
"KY, Hopkins",2013,21107,Human infections and non-human activity,1,0,0
"KY, Jefferson",2013,21111,Human infections,1,1,0
"KY, Lincoln",2013,21137,Non-human activity,0,0,0
"KY, Mccracken",2013,21145,Human infections,1,0,0
"KY, Todd",2013,21219,Non-human activity,0,0,0
"KY, Trigg",2013,21221,Non-human activity,0,0,0
"KY, Union",2013,21225,Non-human activity,0,0,0
"KY, Warren",2013,21227,Non-human activity,0,0,0
"LA, Acadia Parish",2013,22001,Human infections and non-human activity,1,1,0
"LA, Allen Parish",2013,22003,Non-human activity,0,0,0
"LA, Ascension Parish",2013,22005,Human infections,2,0,0
"LA, Bossier Parish",2013,22015,Human infections and non-human activity,1,0,0
"LA, Caddo Parish",2013,22017,Human infections and non-human activity,1,0,0
"LA, Calcasieu Parish",2013,22019,Human infections and non-human activity,2,1,0
"LA, Caldwell Parish",2013,22021,Human infections and non-human activity,3,3,0
"LA, East Baton Rouge Parish",2013,22033,Non-human activity,0,0,0
"LA, Iberia Parish",2013,22045,Non-human activity,0,0,0
"LA, Jefferson Parish",2013,22051,Non-human activity,0,0,0
"LA, Jefferson Davis Parish",2013,22053,Non-human activity,0,0,0
"LA, Lafayette Parish",2013,22055,Human infections and non-human activity,12,9,1
"LA, Lincoln Parish",2013,22061,Non-human activity,0,0,0
"LA, Livingston Parish",2013,22063,Human infections and non-human activity,1,1,0
"LA, Morehouse Parish",2013,22067,Human infections,1,0,0
"LA, Orleans Parish",2013,22071,Non-human activity,0,0,0
"LA, Ouachita Parish",2013,22073,Human infections and non-human activity,20,14,1
"LA, Rapides Parish",2013,22079,Human infections,4,4,0
"LA, St Charles Parish",2013,22089,Non-human activity,0,0,0
"LA, St Landry Parish",2013,22097,Human infections,1,0,0
"LA, St Martin Parish",2013,22099,Human infections and non-human activity,2,0,1
"LA, St Mary Parish",2013,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2013,22103,Human infections and non-human activity,3,1,1
"LA, Tangipahoa Parish",2013,22105,Non-human activity,0,0,0
"LA, Terrebonne Parish",2013,22109,Non-human activity,0,0,0
"LA, Vermilion Parish",2013,22113,Non-human activity,0,0,0
"LA, Vernon Parish",2013,22115,Human infections,0,0,1
"LA, West Baton Rouge Parish",2013,22121,Non-human activity,0,0,0
"ME, York",2013,23031,Non-human activity,0,0,0
"MD, Anne Arundel",2013,24003,Human infections,4,2,0
"MD, Baltimore",2013,24005,Human infections,2,2,0
"MD, Caroline",2013,24011,Non-human activity,0,0,0
"MD, Cecil",2013,24015,Human infections,2,1,0
"MD, Frederick",2013,24021,Human infections,1,0,0
"MD, Kent",2013,24029,Human infections,1,0,1
"MD, Montgomery",2013,24031,Human infections and non-human activity,2,2,0
