FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"ID, Gem",2015,16045,Non-human activity,0,0,0
"ID, Gooding",2015,16047,Non-human activity,0,0,0
"ID, Jefferson",2015,16051,Non-human activity,0,0,0
"ID, Lincoln",2015,16063,Human infections,2,1,0
"ID, Madison",2015,16065,Non-human activity,0,0,0
"ID, Owyhee",2015,16073,Human infections and non-human activity,1,1,0
"ID, Payette",2015,16075,Human infections and non-human activity,2,2,0
"ID, Twin Falls",2015,16083,Human infections,0,0,1
"ID, Valley",2015,16085,Human infections and non-human activity,0,0,1
"ID, Washington",2015,16087,Human infections and non-human activity,3,1,0
"IL, Adams",2015,17001,Human infections and non-human activity,1,0,0
"IL, Bond",2015,17005,Non-human activity,0,0,0
"IL, Boone",2015,17007,Human infections and non-human activity,1,1,0
"IL, Calhoun",2015,17013,Non-human activity,0,0,0
"IL, Carroll",2015,17015,Non-human activity,0,0,0
"IL, Cass",2015,17017,Human infections and non-human activity,1,0,0
"IL, Champaign",2015,17019,Non-human activity,0,0,0
"IL, Clinton",2015,17027,Non-human activity,0,0,0
"IL, Coles",2015,17029,Non-human activity,0,0,0
"IL, Cook",2015,17031,Human infections and non-human activity,27,21,0
"IL, De Kalb",2015,17037,Non-human activity,0,0,0
"IL, Douglas",2015,17041,Non-human activity,0,0,0
"IL, Du Page",2015,17043,Human infections and non-human activity,9,5,1
"IL, Fayette",2015,17051,Human infections and non-human activity,2,2,0
"IL, Fulton",2015,17057,Non-human activity,0,0,0
"IL, Gallatin",2015,17059,Human infections and non-human activity,1,0,0
"IL, Greene",2015,17061,Non-human activity,0,0,0
"IL, Grundy",2015,17063,Non-human activity,0,0,0
"IL, Henry",2015,17073,Non-human activity,0,0,0
"IL, Iroquois",2015,17075,Human infections,1,0,0
"IL, Jackson",2015,17077,Non-human activity,0,0,0
"IL, Jefferson",2015,17081,Non-human activity,0,0,0
"IL, Jersey",2015,17083,Non-human activity,0,0,0
"IL, Johnson",2015,17087,Non-human activity,0,0,0
"IL, Kane",2015,17089,Human infections and non-human activity,4,3,0
"IL, Kankakee",2015,17091,Non-human activity,0,0,0
"IL, Kendall",2015,17093,Human infections and non-human activity,1,1,0
"IL, Lake",2015,17097,Human infections and non-human activity,5,2,0
"IL, La Salle",2015,17099,Non-human activity,0,0,0
"IL, Lee",2015,17103,Non-human activity,0,0,0
"IL, Livingston",2015,17105,Human infections and non-human activity,2,1,0
"IL, Logan",2015,17107,Non-human activity,0,0,0
"IL, Mcdonough",2015,17109,Non-human activity,0,0,0
"IL, Mchenry",2015,17111,Human infections and non-human activity,2,2,0
"IL, Mclean",2015,17113,Non-human activity,0,0,0
"IL, Macon",2015,17115,Non-human activity,0,0,0
"IL, Macoupin",2015,17117,Non-human activity,0,0,0
"IL, Madison",2015,17119,Human infections and non-human activity,3,2,0
"IL, Marshall",2015,17123,Non-human activity,0,0,0
"IL, Mason",2015,17125,Human infections,2,1,0
"IL, Massac",2015,17127,Non-human activity,0,0,0
"IL, Menard",2015,17129,Human infections and non-human activity,1,1,0
"IL, Mercer",2015,17131,Non-human activity,0,0,0
"IL, Monroe",2015,17133,Non-human activity,0,0,0
"IL, Montgomery",2015,17135,Non-human activity,0,0,0
"IL, Ogle",2015,17141,Non-human activity,0,0,0
"IL, Peoria",2015,17143,Non-human activity,0,0,0
"IL, Putnam",2015,17155,Non-human activity,0,0,0
"IL, Rock Island",2015,17161,Non-human activity,0,0,0
"IL, St Clair",2015,17163,Human infections and non-human activity,9,6,0
"IL, Sangamon",2015,17167,Human infections and non-human activity,1,1,0
"IL, Schuyler",2015,17169,Non-human activity,0,0,0
"IL, Stephenson",2015,17177,Non-human activity,0,0,0
"IL, Tazewell",2015,17179,Non-human activity,0,0,0
"IL, Union",2015,17181,Non-human activity,0,0,0
"IL, Vermilion",2015,17183,Non-human activity,0,0,0
"IL, Wabash",2015,17185,Human infections,1,1,0
"IL, Warren",2015,17187,Non-human activity,0,0,0
"IL, White",2015,17193,Non-human activity,0,0,0
"IL, Whiteside",2015,17195,Non-human activity,0,0,0
"IL, Will",2015,17197,Human infections and non-human activity,3,1,0
"IL, Williamson",2015,17199,Non-human activity,0,0,0
"IL, Winnebago",2015,17201,Non-human activity,0,0,0
"IL, Woodford",2015,17203,Non-human activity,0,0,0
"IN, Adams",2015,18001,Non-human activity,0,0,0
"IN, Allen",2015,18003,Human infections and non-human activity,4,4,0
"IN, Bartholomew",2015,18005,Human infections and non-human activity,1,1,0
"IN, Benton",2015,18007,Non-human activity,0,0,0
"IN, Blackford",2015,18009,Non-human activity,0,0,0
"IN, Boone",2015,18011,Non-human activity,0,0,0
"IN, Brown",2015,18013,Non-human activity,0,0,0
"IN, Carroll",2015,18015,Non-human activity,0,0,0
"IN, Cass",2015,18017,Non-human activity,0,0,0
"IN, Clark",2015,18019,Human infections and non-human activity,0,0,2
"IN, Clay",2015,18021,Non-human activity,0,0,0
"IN, Clinton",2015,18023,Human infections and non-human activity,0,0,1
"IN, Crawford",2015,18025,Non-human activity,0,0,0
"IN, Daviess",2015,18027,Non-human activity,0,0,0
"IN, Dearborn",2015,18029,Non-human activity,0,0,0
"IN, Decatur",2015,18031,Non-human activity,0,0,0
"IN, De Kalb",2015,18033,Non-human activity,0,0,0
"IN, Delaware",2015,18035,Human infections and non-human activity,1,1,0
"IN, Dubois",2015,18037,Non-human activity,0,0,0
"IN, Elkhart",2015,18039,Non-human activity,0,0,0
"IN, Floyd",2015,18043,Non-human activity,0,0,0
"IN, Fountain",2015,18045,Non-human activity,0,0,0
"IN, Franklin",2015,18047,Non-human activity,0,0,0
"IN, Fulton",2015,18049,Non-human activity,0,0,0
"IN, Grant",2015,18053,Non-human activity,0,0,0
"IN, Greene",2015,18055,Non-human activity,0,0,0
"IN, Hamilton",2015,18057,Human infections and non-human activity,1,1,0
"IN, Hancock",2015,18059,Non-human activity,0,0,0
"IN, Harrison",2015,18061,Non-human activity,0,0,0
"IN, Hendricks",2015,18063,Human infections and non-human activity,1,0,0
"IN, Howard",2015,18067,Human infections and non-human activity,1,1,1
"IN, Huntington",2015,18069,Human infections and non-human activity,2,1,2
"IN, Jackson",2015,18071,Non-human activity,0,0,0
"IN, Jasper",2015,18073,Human infections and non-human activity,1,1,0
"IN, Jennings",2015,18079,Non-human activity,0,0,0
"IN, Johnson",2015,18081,Non-human activity,0,0,0
"IN, Knox",2015,18083,Non-human activity,0,0,0
"IN, Kosciusko",2015,18085,Human infections and non-human activity,0,0,1
"IN, La Grange",2015,18087,Non-human activity,0,0,0
"IN, Lake",2015,18089,Human infections and non-human activity,1,1,0
"IN, La Porte",2015,18091,Non-human activity,0,0,0
"IN, Lawrence",2015,18093,Non-human activity,0,0,0
"IN, Madison",2015,18095,Human infections and non-human activity,1,1,0
"IN, Marion",2015,18097,Human infections and non-human activity,2,1,0
"IN, Marshall",2015,18099,Non-human activity,0,0,0
"IN, Martin",2015,18101,Non-human activity,0,0,0
"IN, Miami",2015,18103,Non-human activity,0,0,0
"IN, Monroe",2015,18105,Non-human activity,0,0,0
"IN, Montgomery",2015,18107,Non-human activity,0,0,0
"IN, Morgan",2015,18109,Non-human activity,0,0,0
"IN, Newton",2015,18111,Non-human activity,0,0,0
"IN, Noble",2015,18113,Non-human activity,0,0,0
"IN, Orange",2015,18117,Human infections and non-human activity,0,0,1
"IN, Owen",2015,18119,Non-human activity,0,0,0
"IN, Parke",2015,18121,Non-human activity,0,0,0
"IN, Perry",2015,18123,Non-human activity,0,0,0
"IN, Pike",2015,18125,Non-human activity,0,0,0
"IN, Porter",2015,18127,Human infections and non-human activity,0,0,2
"IN, Pulaski",2015,18131,Non-human activity,0,0,0
"IN, Putnam",2015,18133,Non-human activity,0,0,0
"IN, Randolph",2015,18135,Non-human activity,0,0,0
"IN, Ripley",2015,18137,Non-human activity,0,0,0
"IN, Rush",2015,18139,Non-human activity,0,0,0
"IN, St Joseph",2015,18141,Human infections and non-human activity,1,0,0
"IN, Scott",2015,18143,Non-human activity,0,0,0
"IN, Shelby",2015,18145,Non-human activity,0,0,0
"IN, Spencer",2015,18147,Non-human activity,0,0,0
"IN, Starke",2015,18149,Non-human activity,0,0,0
"IN, Steuben",2015,18151,Human infections and non-human activity,0,0,1
"IN, Sullivan",2015,18153,Non-human activity,0,0,0
"IN, Switzerland",2015,18155,Non-human activity,0,0,0
"IN, Tippecanoe",2015,18157,Human infections and non-human activity,1,1,0
"IN, Tipton",2015,18159,Non-human activity,0,0,0
"IN, Union",2015,18161,Non-human activity,0,0,0
"IN, Vanderburgh",2015,18163,Human infections and non-human activity,3,2,0
"IN, Vigo",2015,18167,Non-human activity,0,0,0
"IN, Wabash",2015,18169,Non-human activity,0,0,0
"IN, Warren",2015,18171,Non-human activity,0,0,0
"IN, Warrick",2015,18173,Non-human activity,0,0,0
"IN, Washington",2015,18175,Non-human activity,0,0,0
"IN, Wells",2015,18179,Non-human activity,0,0,0
"IN, White",2015,18181,Non-human activity,0,0,0
"IN, Whitley",2015,18183,Non-human activity,0,0,0
"IA, Adams",2015,19003,Human infections,1,0,0
"IA, Cedar",2015,19031,Human infections,0,0,1
"IA, Clarke",2015,19039,Human infections,1,0,0
"IA, Dallas",2015,19049,Human infections,1,0,1
"IA, Davis",2015,19051,Non-human activity,0,0,0
"IA, Dubuque",2015,19061,Human infections,0,0,1
"IA, Hancock",2015,19081,Human infections,1,0,0
"IA, Harrison",2015,19085,Human infections,0,0,1
"IA, Jefferson",2015,19101,Non-human activity,0,0,0
"IA, Lee",2015,19111,Human infections and non-human activity,1,0,0
"IA, Louisa",2015,19115,Human infections,1,0,0
"IA, Lyon",2015,19119,Human infections,1,1,0
"IA, Mahaska",2015,19123,Human infections,2,1,0
"IA, Plymouth",2015,19149,Human infections,1,0,0
"IA, Polk",2015,19153,Human infections and non-human activity,1,1,0
"IA, Ringgold",2015,19159,Human infections,1,0,0
"IA, Story",2015,19169,Non-human activity,0,0,0
"IA, Tama",2015,19171,Human infections,1,0,0
"IA, Warren",2015,19181,Human infections,1,1,0
"IA, Webster",2015,19187,Human infections,0,0,1
"KS, Anderson",2015,20003,Human infections,0,0,1
"KS, Barton",2015,20009,Human infections,1,0,0
"KS, Cowley",2015,20035,Human infections,0,0,1
"KS, Crawford",2015,20037,Human infections,2,0,0
"KS, Dickinson",2015,20041,Human infections,2,1,1
"KS, Douglas",2015,20045,Human infections,1,1,0
"KS, Ford",2015,20057,Human infections,2,0,0
"KS, Geary",2015,20061,Non-human activity,0,0,0
"KS, Gray",2015,20069,Human infections,1,0,0
"KS, Hamilton",2015,20075,Human infections,0,0,1
"KS, Harper",2015,20077,Human infections,1,1,0
"KS, Harvey",2015,20079,Human infections,2,1,0
"KS, Haskell",2015,20081,Human infections,2,0,0
"KS, Johnson",2015,20091,Human infections,1,1,0
"KS, Leavenworth",2015,20103,Human infections,1,0,0
"KS, Lincoln",2015,20105,Human infections,1,0,0
"KS, Lyon",2015,20111,Human infections,1,1,0
"KS, Marion",2015,20115,Human infections,1,0,0
"KS, Meade",2015,20119,Human infections,1,0,0
"KS, Morton",2015,20129,Human infections,0,0,1
"KS, Nemaha",2015,20131,Human infections,1,1,1
"KS, Neosho",2015,20133,Human infections,0,0,1
"KS, Osage",2015,20139,Human infections,1,0,0
"KS, Phillips",2015,20147,Human infections,1,0,1
"KS, Reno",2015,20155,Human infections,1,0,0
"KS, Riley",2015,20161,Human infections,1,0,0
"KS, Sedgwick",2015,20173,Human infections and non-human activity,4,1,7
"KS, Sherman",2015,20181,Human infections,0,0,1
"KS, Stanton",2015,20187,Human infections,1,0,0
"KS, Trego",2015,20195,Human infections,0,0,1
"KS, Washington",2015,20201,Human infections,1,1,0
"KS, Wyandotte",2015,20209,Human infections,3,3,0
"KY, Boone",2015,21015,Non-human activity,0,0,0
"KY, Bourbon",2015,21017,Non-human activity,0,0,0
"KY, Crittenden",2015,21055,Non-human activity,0,0,0
"KY, Fayette",2015,21067,Non-human activity,0,0,0
"KY, Henderson",2015,21101,Human infections,1,0,0
"KY, Jefferson",2015,21111,Human infections and non-human activity,0,0,1
"KY, Montgomery",2015,21173,Non-human activity,0,0,0
"KY, Nelson",2015,21179,Non-human activity,0,0,0
"KY, Nicholas",2015,21181,Human infections,0,0,2
"KY, Shelby",2015,21211,Non-human activity,0,0,0
"KY, Warren",2015,21227,Human infections,1,1,0
"LA, Acadia Parish",2015,22001,Non-human activity,0,0,0
"LA, Allen Parish",2015,22003,Human infections and non-human activity,1,0,1
"LA, Ascension Parish",2015,22005,Human infections and non-human activity,3,2,3
"LA, Assumption Parish",2015,22007,Non-human activity,0,0,0
"LA, Avoyelles Parish",2015,22009,Human infections,1,1,1
"LA, Bossier Parish",2015,22015,Human infections and non-human activity,1,1,1
"LA, Caddo Parish",2015,22017,Human infections and non-human activity,7,5,1
"LA, Calcasieu Parish",2015,22019,Human infections and non-human activity,2,0,0
"LA, East Baton Rouge Parish",2015,22033,Human infections and non-human activity,3,3,2
"LA, East Carroll Parish",2015,22035,Non-human activity,0,0,0
"LA, Franklin Parish",2015,22041,Non-human activity,0,0,0
"LA, Grant Parish",2015,22043,Human infections,0,0,1
"LA, Iberville Parish",2015,22047,Human infections,1,1,1
"LA, Jefferson Parish",2015,22051,Human infections and non-human activity,1,1,1
"LA, Jefferson Davis Parish",2015,22053,Human infections and non-human activity,3,3,0
"LA, Lafayette Parish",2015,22055,Human infections and non-human activity,0,0,1
"LA, Lafourche Parish",2015,22057,Human infections,1,1,0
"LA, Livingston Parish",2015,22063,Human infections,0,0,1
"LA, Natchitoches Parish",2015,22069,Human infections,0,0,1
"LA, Orleans Parish",2015,22071,Human infections and non-human activity,3,1,0
"LA, Ouachita Parish",2015,22073,Human infections and non-human activity,6,6,0
"LA, Plaquemines Parish",2015,22075,Non-human activity,0,0,0
"LA, Pointe Coupee Parish",2015,22077,Human infections,2,1,0
"LA, Rapides Parish",2015,22079,Human infections,8,8,3
"LA, St Bernard Parish",2015,22087,Non-human activity,0,0,0
"LA, St Charles Parish",2015,22089,Non-human activity,0,0,0
"LA, St James Parish",2015,22093,Non-human activity,0,0,0
"LA, St John The Baptist Parish",2015,22095,Non-human activity,0,0,0
"LA, St Landry Parish",2015,22097,Human infections,2,2,1
"LA, St Martin Parish",2015,22099,Human infections and non-human activity,1,1,0
"LA, St Mary Parish",2015,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2015,22103,Human infections and non-human activity,2,2,0
"LA, Tangipahoa Parish",2015,22105,Human infections and non-human activity,1,1,0
"LA, Terrebonne Parish",2015,22109,Non-human activity,0,0,0
"LA, Vermilion Parish",2015,22113,Human infections,0,0,1
"LA, Vernon Parish",2015,22115,Non-human activity,0,0,0
"LA, Washington Parish",2015,22117,Human infections,1,0,1
"LA, Webster Parish",2015,22119,Human infections,1,1,0
"LA, West Baton Rouge Parish",2015,22121,Non-human activity,0,0,0
"ME, Cumberland",2015,23005,Human infections,1,1,0
"ME, York",2015,23031,Non-human activity,0,0,0
"MD, Anne Arundel",2015,24003,Human infections and non-human activity,14,10,2
"MD, Baltimore",2015,24005,Human infections and non-human activity,10,8,3
"MD, Calvert",2015,24009,Human infections,1,1,1
"MD, Charles",2015,24017,Non-human activity,0,0,0
"MD, Harford",2015,24025,Human infections,2,1,1
"MD, Montgomery",2015,24031,Human infections and non-human activity,7,3,0
"MD, Prince Georges",2015,24033,Human infections and non-human activity,6,4,2
"MD, Talbot",2015,24041,Non-human activity,0,0,0
"MD, Washington",2015,24043,Non-human activity,0,0,0
"MD, Wicomico",2015,24045,Non-human activity,0,0,0
"MD, Baltimore City",2015,24510,Human infections,5,4,0
"MA, Barnstable",2015,25001,Non-human activity,0,0,0
"MA, Berkshire",2015,25003,Non-human activity,0,0,0
"MA, Bristol",2015,25005,Non-human activity,0,0,0
"MA, Essex",2015,25009,Non-human activity,0,0,0
"MA, Franklin",2015,25011,Non-human activity,0,0,0
"MA, Hampden",2015,25013,Non-human activity,0,0,0
"MA, Hampshire",2015,25015,Non-human activity,0,0,0
"MA, Middlesex",2015,25017,Human infections and non-human activity,2,2,1
"MA, Norfolk",2015,25021,Non-human activity,0,0,0
"MA, Plymouth",2015,25023,Non-human activity,0,0,0
"MA, Suffolk",2015,25025,Human infections and non-human activity,7,4,1
"MA, Worcester",2015,25027,Human infections and non-human activity,1,1,0
"MI, Alcona",2015,26001,Non-human activity,0,0,0
"MI, Alger",2015,26003,Non-human activity,0,0,0
"MI, Allegan",2015,26005,Non-human activity,0,0,0
"MI, Antrim",2015,26009,Non-human activity,0,0,0
"MI, Arenac",2015,26011,Non-human activity,0,0,0
"MI, Baraga",2015,26013,Non-human activity,0,0,0
"MI, Barry",2015,26015,Human infections and non-human activity,1,1,0
"MI, Bay",2015,26017,Non-human activity,0,0,0
"MI, Berrien",2015,26021,Non-human activity,0,0,0
"MI, Branch",2015,26023,Non-human activity,0,0,0
"MI, Calhoun",2015,26025,Non-human activity,0,0,0
"MI, Cass",2015,26027,Non-human activity,0,0,0
"MI, Cheboygan",2015,26031,Non-human activity,0,0,0
"MI, Chippewa",2015,26033,Non-human activity,0,0,0
"MI, Clare",2015,26035,Non-human activity,0,0,0
"MI, Clinton",2015,26037,Non-human activity,0,0,0
"MI, Delta",2015,26041,Non-human activity,0,0,0
"MI, Dickinson",2015,26043,Non-human activity,0,0,0
"MI, Eaton",2015,26045,Non-human activity,0,0,0
"MI, Genesee",2015,26049,Human infections and non-human activity,1,1,0
"MI, Gladwin",2015,26051,Non-human activity,0,0,0
"MI, Gogebic",2015,26053,Non-human activity,0,0,0
"MI, Grand Traverse",2015,26055,Non-human activity,0,0,0
"MI, Gratiot",2015,26057,Non-human activity,0,0,0
"MI, Hillsdale",2015,26059,Non-human activity,0,0,0
"MI, Huron",2015,26063,Non-human activity,0,0,0
"MI, Ingham",2015,26065,Non-human activity,0,0,0
"MI, Iosco",2015,26069,Non-human activity,0,0,0
"MI, Iron",2015,26071,Non-human activity,0,0,0
"MI, Isabella",2015,26073,Human infections,1,1,0
"MI, Jackson",2015,26075,Non-human activity,0,0,0
"MI, Kent",2015,26081,Non-human activity,0,0,0
"MI, Lapeer",2015,26087,Non-human activity,0,0,0
"MI, Leelanau",2015,26089,Non-human activity,0,0,0
"MI, Luce",2015,26095,Non-human activity,0,0,0
"MI, Mackinac",2015,26097,Non-human activity,0,0,0
"MI, Macomb",2015,26099,Human infections and non-human activity,4,3,0
"MI, Marquette",2015,26103,Non-human activity,0,0,0
"MI, Mason",2015,26105,Non-human activity,0,0,0
"MI, Mecosta",2015,26107,Non-human activity,0,0,0
"MI, Menominee",2015,26109,Non-human activity,0,0,0
"MI, Monroe",2015,26115,Human infections and non-human activity,2,2,1
