FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"CA, Butte",2016,06007,Human infections and non-human activity,21,11,1
"CA, Calaveras",2016,06009,Non-human activity,0,0,0
"CA, Colusa",2016,06011,Human infections and non-human activity,2,1,0
"CA, Contra Costa",2016,06013,Human infections and non-human activity,4,3,0
"CA, El Dorado",2016,06017,Human infections and non-human activity,1,1,0
"CA, Fresno",2016,06019,Human infections and non-human activity,14,13,4
"CA, Glenn",2016,06021,Human infections and non-human activity,6,2,0
"CA, Imperial",2016,06025,Non-human activity,0,0,0
"CA, Kern",2016,06029,Human infections and non-human activity,17,13,0
"CA, Kings",2016,06031,Human infections and non-human activity,8,5,0
"CA, Lake",2016,06033,Human infections and non-human activity,1,0,0
"CA, Los Angeles",2016,06037,Human infections and non-human activity,151,114,13
"CA, Madera",2016,06039,Human infections and non-human activity,6,5,1
"CA, Marin",2016,06041,Non-human activity,0,0,0
"CA, Merced",2016,06047,Non-human activity,0,0,0
"CA, Monterey",2016,06053,Human infections,1,1,0
"CA, Napa",2016,06055,Non-human activity,0,0,0
"CA, Nevada",2016,06057,Non-human activity,0,0,0
"CA, Orange",2016,06059,Human infections and non-human activity,32,26,4
"CA, Placer",2016,06061,Human infections and non-human activity,7,4,2
"CA, Riverside",2016,06065,Human infections and non-human activity,11,9,1
"CA, Sacramento",2016,06067,Human infections and non-human activity,25,22,4
"CA, San Bernardino",2016,06071,Human infections and non-human activity,8,8,0
"CA, San Diego",2016,06073,Human infections and non-human activity,20,16,3
"CA, San Francisco",2016,06075,Human infections,0,0,1
"CA, San Joaquin",2016,06077,Human infections and non-human activity,13,9,2
"CA, San Luis Obispo",2016,06079,Human infections,0,0,1
"CA, San Mateo",2016,06081,Non-human activity,0,0,0
"CA, Santa Clara",2016,06085,Human infections and non-human activity,1,1,0
"CA, Santa Cruz",2016,06087,Non-human activity,0,0,0
"CA, Shasta",2016,06089,Human infections and non-human activity,1,1,0
"CA, Solano",2016,06095,Human infections and non-human activity,4,2,0
"CA, Sonoma",2016,06097,Non-human activity,0,0,0
"CA, Stanislaus",2016,06099,Human infections and non-human activity,26,22,5
"CA, Sutter",2016,06101,Human infections and non-human activity,12,6,2
"CA, Tehama",2016,06103,Human infections and non-human activity,5,5,1
"CA, Tulare",2016,06107,Human infections and non-human activity,10,10,1
"CA, Ventura",2016,06111,Human infections and non-human activity,7,6,0
"CA, Yolo",2016,06113,Human infections and non-human activity,16,10,4
"CA, Yuba",2016,06115,Human infections and non-human activity,11,8,0
"CO, Adams",2016,08001,Human infections and non-human activity,12,6,3
"CO, Arapahoe",2016,08005,Human infections and non-human activity,8,7,1
"CO, Bent",2016,08011,Human infections,2,1,0
"CO, Boulder",2016,08013,Human infections and non-human activity,23,5,1
"CO, Broomfield",2016,08014,Human infections,5,3,0
"CO, Costilla",2016,08023,Human infections,1,1,0
"CO, Delta",2016,08029,Non-human activity,0,0,0
"CO, Denver",2016,08031,Human infections and non-human activity,19,12,2
"CO, Douglas",2016,08035,Human infections,1,1,0
"CO, El Paso",2016,08041,Human infections,1,1,0
"CO, Huerfano",2016,08055,Human infections,1,1,0
"CO, Jefferson",2016,08059,Human infections and non-human activity,3,0,0
"CO, La Plata",2016,08067,Human infections and non-human activity,1,0,0
"CO, Larimer",2016,08069,Human infections and non-human activity,32,5,0
"CO, Logan",2016,08075,Human infections,3,2,0
"CO, Mesa",2016,08077,Non-human activity,0,0,0
"CO, Morgan",2016,08087,Human infections,1,0,1
"CO, Otero",2016,08089,Human infections,3,1,0
"CO, Pueblo",2016,08101,Human infections and non-human activity,1,1,0
"CO, Rio Blanco",2016,08103,Human infections,2,2,0
"CO, Sedgwick",2016,08115,Human infections,3,1,0
"CO, Weld",2016,08123,Human infections and non-human activity,27,9,1
"CT, Fairfield",2016,09001,Non-human activity,0,0,0
"CT, Hartford",2016,09003,Non-human activity,0,0,0
"CT, Middlesex",2016,09007,Non-human activity,0,0,0
"CT, New Haven",2016,09009,Human infections and non-human activity,1,1,0
"CT, New London",2016,09011,Non-human activity,0,0,0
"DE, New Castle",2016,10003,Non-human activity,0,0,0
"DC, Washington",2016,11001,Human infections and non-human activity,1,1,0
"FL, Alachua",2016,12001,Non-human activity,0,0,0
"FL, Bay",2016,12005,Human infections and non-human activity,3,2,0
"FL, Brevard",2016,12009,Non-human activity,0,0,0
"FL, Citrus",2016,12017,Non-human activity,0,0,0
"FL, Duval",2016,12031,Human infections and non-human activity,1,1,0
"FL, Escambia",2016,12033,Human infections,2,1,1
"FL, Flagler",2016,12035,Non-human activity,0,0,0
"FL, Gulf",2016,12045,Human infections,0,0,1
"FL, Hillsborough",2016,12057,Non-human activity,0,0,0
"FL, Indian River",2016,12061,Non-human activity,0,0,0
"FL, Lee",2016,12071,Non-human activity,0,0,0
"FL, Leon",2016,12073,Non-human activity,0,0,0
"FL, Manatee",2016,12081,Non-human activity,0,0,0
"FL, Nassau",2016,12089,Non-human activity,0,0,0
"FL, Okaloosa",2016,12091,Human infections,1,1,1
"FL, Orange",2016,12095,Non-human activity,0,0,0
"FL, Osceola",2016,12097,Non-human activity,0,0,0
"FL, Palm Beach",2016,12099,Non-human activity,0,0,0
"FL, Pasco",2016,12101,Non-human activity,0,0,0
"FL, Pinellas",2016,12103,Non-human activity,0,0,0
"FL, Polk",2016,12105,Non-human activity,0,0,0
"FL, Putnam",2016,12107,Non-human activity,0,0,0
"FL, St Johns",2016,12109,Non-human activity,0,0,0
"FL, Santa Rosa",2016,12113,Human infections,1,1,0
"FL, Sarasota",2016,12115,Non-human activity,0,0,0
"FL, Seminole",2016,12117,Non-human activity,0,0,0
"FL, Suwannee",2016,12121,Non-human activity,0,0,0
"FL, Volusia",2016,12127,Non-human activity,0,0,0
"FL, Walton",2016,12131,Non-human activity,0,0,0
"GA, Burke",2016,13033,Human infections,1,1,0
"GA, Clarke",2016,13059,Human infections,1,0,2
"GA, Cobb",2016,13067,Human infections,0,0,2
"GA, Cook",2016,13075,Human infections,0,0,1
"GA, De Kalb",2016,13089,Human infections and non-human activity,1,1,0
"GA, Douglas",2016,13097,Human infections,1,1,0
"GA, Fulton",2016,13121,Human infections and non-human activity,1,0,0
"GA, Houston",2016,13153,Human infections,0,0,1
"GA, Muscogee",2016,13215,Human infections,1,1,0
"ID, Ada",2016,16001,Non-human activity,0,0,0
"ID, Bannock",2016,16005,Non-human activity,0,0,0
"ID, Bingham",2016,16011,Non-human activity,0,0,0
"ID, Bonner",2016,16017,Non-human activity,0,0,0
"ID, Boundary",2016,16021,Non-human activity,0,0,0
"ID, Canyon",2016,16027,Human infections and non-human activity,3,1,0
"ID, Elmore",2016,16039,Human infections,2,0,0
"ID, Gem",2016,16045,Non-human activity,0,0,0
"ID, Gooding",2016,16047,Non-human activity,0,0,0
"ID, Lewis",2016,16061,Human infections,1,1,0
"ID, Owyhee",2016,16073,Human infections and non-human activity,1,1,0
"ID, Payette",2016,16075,Human infections and non-human activity,2,0,0
"ID, Twin Falls",2016,16083,Non-human activity,0,0,0
"ID, Valley",2016,16085,Non-human activity,0,0,0
"IL, Boone",2016,17007,Non-human activity,0,0,0
"IL, Brown",2016,17009,Non-human activity,0,0,0
"IL, Bureau",2016,17011,Non-human activity,0,0,0
"IL, Carroll",2016,17015,Non-human activity,0,0,0
"IL, Champaign",2016,17019,Non-human activity,0,0,0
"IL, Clay",2016,17025,Non-human activity,0,0,0
"IL, Clinton",2016,17027,Non-human activity,0,0,0
"IL, Coles",2016,17029,Non-human activity,0,0,0
"IL, Cook",2016,17031,Human infections and non-human activity,98,65,5
"IL, Crawford",2016,17033,Non-human activity,0,0,0
"IL, De Kalb",2016,17037,Non-human activity,0,0,0
"IL, Douglas",2016,17041,Non-human activity,0,0,0
"IL, Du Page",2016,17043,Human infections and non-human activity,10,5,2
"IL, Ford",2016,17053,Non-human activity,0,0,0
"IL, Franklin",2016,17055,Human infections and non-human activity,1,0,0
"IL, Fulton",2016,17057,Non-human activity,0,0,0
"IL, Gallatin",2016,17059,Non-human activity,0,0,0
"IL, Greene",2016,17061,Non-human activity,0,0,0
"IL, Grundy",2016,17063,Human infections and non-human activity,1,1,0
"IL, Jackson",2016,17077,Non-human activity,0,0,0
"IL, Jersey",2016,17083,Human infections and non-human activity,1,0,0
"IL, Jo Daviess",2016,17085,Human infections and non-human activity,1,1,0
"IL, Kane",2016,17089,Human infections and non-human activity,7,3,1
"IL, Kankakee",2016,17091,Human infections and non-human activity,1,1,0
"IL, Kendall",2016,17093,Non-human activity,0,0,0
"IL, Knox",2016,17095,Non-human activity,0,0,0
"IL, Lake",2016,17097,Human infections and non-human activity,2,2,0
"IL, La Salle",2016,17099,Human infections and non-human activity,1,1,1
"IL, Lee",2016,17103,Non-human activity,0,0,0
"IL, Livingston",2016,17105,Non-human activity,0,0,0
"IL, Logan",2016,17107,Non-human activity,0,0,0
"IL, Mcdonough",2016,17109,Non-human activity,0,0,0
"IL, Mchenry",2016,17111,Human infections and non-human activity,2,1,0
"IL, Mclean",2016,17113,Human infections and non-human activity,3,2,0
"IL, Macon",2016,17115,Human infections and non-human activity,1,0,0
"IL, Macoupin",2016,17117,Human infections,1,1,0
"IL, Madison",2016,17119,Human infections and non-human activity,1,0,0
"IL, Massac",2016,17127,Human infections and non-human activity,1,1,0
"IL, Menard",2016,17129,Non-human activity,0,0,0
"IL, Mercer",2016,17131,Human infections and non-human activity,1,0,0
"IL, Monroe",2016,17133,Human infections and non-human activity,1,0,0
"IL, Montgomery",2016,17135,Non-human activity,0,0,0
"IL, Moultrie",2016,17139,Non-human activity,0,0,0
"IL, Ogle",2016,17141,Non-human activity,0,0,0
"IL, Peoria",2016,17143,Human infections and non-human activity,1,1,0
"IL, Richland",2016,17159,Human infections,1,1,0
"IL, Rock Island",2016,17161,Non-human activity,0,0,0
"IL, St Clair",2016,17163,Human infections and non-human activity,3,1,0
"IL, Saline",2016,17165,Non-human activity,0,0,0
"IL, Sangamon",2016,17167,Human infections and non-human activity,2,2,0
"IL, Schuyler",2016,17169,Non-human activity,0,0,0
"IL, Stephenson",2016,17177,Non-human activity,0,0,0
"IL, Tazewell",2016,17179,Human infections and non-human activity,1,1,0
"IL, Vermilion",2016,17183,Non-human activity,0,0,0
"IL, Warren",2016,17187,Human infections and non-human activity,1,1,0
"IL, White",2016,17193,Non-human activity,0,0,0
"IL, Whiteside",2016,17195,Non-human activity,0,0,0
"IL, Will",2016,17197,Human infections and non-human activity,10,6,0
"IL, Williamson",2016,17199,Human infections and non-human activity,1,1,0
"IL, Winnebago",2016,17201,Non-human activity,0,0,0
"IL, Woodford",2016,17203,Non-human activity,0,0,0
"IN, Adams",2016,18001,Non-human activity,0,0,0
"IN, Allen",2016,18003,Human infections and non-human activity,2,2,1
"IN, Bartholomew",2016,18005,Human infections and non-human activity,1,0,0
"IN, Benton",2016,18007,Non-human activity,0,0,0
"IN, Boone",2016,18011,Non-human activity,0,0,0
"IN, Carroll",2016,18015,Non-human activity,0,0,0
"IN, Clark",2016,18019,Non-human activity,0,0,0
"IN, Clay",2016,18021,Non-human activity,0,0,0
"IN, Clinton",2016,18023,Non-human activity,0,0,0
"IN, Daviess",2016,18027,Non-human activity,0,0,0
"IN, De Kalb",2016,18033,Non-human activity,0,0,0
"IN, Delaware",2016,18035,Non-human activity,0,0,0
"IN, Elkhart",2016,18039,Human infections and non-human activity,0,0,2
"IN, Fayette",2016,18041,Non-human activity,0,0,0
"IN, Floyd",2016,18043,Non-human activity,0,0,0
"IN, Fulton",2016,18049,Non-human activity,0,0,0
"IN, Gibson",2016,18051,Non-human activity,0,0,0
"IN, Grant",2016,18053,Non-human activity,0,0,0
"IN, Greene",2016,18055,Non-human activity,0,0,0
"IN, Hamilton",2016,18057,Human infections and non-human activity,1,1,0
"IN, Hancock",2016,18059,Non-human activity,0,0,0
"IN, Hendricks",2016,18063,Non-human activity,0,0,0
"IN, Henry",2016,18065,Non-human activity,0,0,0
"IN, Howard",2016,18067,Non-human activity,0,0,0
"IN, Huntington",2016,18069,Non-human activity,0,0,0
"IN, Jefferson",2016,18077,Non-human activity,0,0,0
"IN, Jennings",2016,18079,Non-human activity,0,0,0
"IN, Johnson",2016,18081,Non-human activity,0,0,0
"IN, Lake",2016,18089,Human infections and non-human activity,8,7,0
"IN, Lawrence",2016,18093,Non-human activity,0,0,0
"IN, Madison",2016,18095,Non-human activity,0,0,0
"IN, Marion",2016,18097,Human infections and non-human activity,1,1,0
"IN, Martin",2016,18101,Non-human activity,0,0,0
"IN, Miami",2016,18103,Non-human activity,0,0,0
"IN, Monroe",2016,18105,Non-human activity,0,0,0
"IN, Morgan",2016,18109,Non-human activity,0,0,0
"IN, Noble",2016,18113,Non-human activity,0,0,0
"IN, Orange",2016,18117,Human infections,1,1,0
"IN, Pike",2016,18125,Non-human activity,0,0,0
"IN, Pulaski",2016,18131,Non-human activity,0,0,0
"IN, Putnam",2016,18133,Non-human activity,0,0,0
"IN, Randolph",2016,18135,Non-human activity,0,0,0
"IN, Rush",2016,18139,Non-human activity,0,0,0
"IN, St Joseph",2016,18141,Human infections and non-human activity,1,0,1
"IN, Scott",2016,18143,Non-human activity,0,0,0
"IN, Shelby",2016,18145,Non-human activity,0,0,0
"IN, Spencer",2016,18147,Non-human activity,0,0,0
"IN, Starke",2016,18149,Non-human activity,0,0,0
"IN, Steuben",2016,18151,Non-human activity,0,0,0
"IN, Sullivan",2016,18153,Non-human activity,0,0,0
"IN, Tippecanoe",2016,18157,Human infections and non-human activity,1,1,0
"IN, Vanderburgh",2016,18163,Human infections and non-human activity,2,2,0
"IN, Vermillion",2016,18165,Non-human activity,0,0,0
"IN, Vigo",2016,18167,Non-human activity,0,0,0
"IN, Wabash",2016,18169,Non-human activity,0,0,0
"IN, Washington",2016,18175,Non-human activity,0,0,0
"IN, Wells",2016,18179,Non-human activity,0,0,0
"IN, White",2016,18181,Non-human activity,0,0,0
"IN, Whitley",2016,18183,Human infections and non-human activity,0,0,1
"IA, Appanoose",2016,19007,Human infections,1,1,0
"IA, Boone",2016,19015,Human infections,1,0,0
"IA, Clinton",2016,19045,Human infections,2,1,0
"IA, Crawford",2016,19047,Human infections and non-human activity,0,0,1
"IA, Des Moines",2016,19057,Human infections,1,1,0
"IA, Floyd",2016,19067,Non-human activity,0,0,0
"IA, Franklin",2016,19069,Non-human activity,0,0,0
"IA, Fremont",2016,19071,Human infections and non-human activity,1,1,0
"IA, Hardin",2016,19083,Non-human activity,0,0,0
"IA, Harrison",2016,19085,Non-human activity,0,0,0
"IA, Henry",2016,19087,Human infections,1,0,0
"IA, Humboldt",2016,19091,Human infections,1,0,0
"IA, Jackson",2016,19097,Human infections,0,0,1
"IA, Jefferson",2016,19101,Non-human activity,0,0,0
"IA, Johnson",2016,19103,Human infections and non-human activity,2,2,0
"IA, Linn",2016,19113,Human infections,1,0,0
"IA, Lyon",2016,19119,Human infections,3,1,1
"IA, Monona",2016,19133,Human infections,1,0,0
"IA, O Brien",2016,19141,Human infections,2,0,0
"IA, Plymouth",2016,19149,Human infections,2,0,0
"IA, Polk",2016,19153,Non-human activity,0,0,0
"IA, Pottawattamie",2016,19155,Human infections and non-human activity,2,1,1
"IA, Scott",2016,19163,Human infections,1,1,0
"IA, Shelby",2016,19165,Human infections,1,1,1
"IA, Sioux",2016,19167,Human infections and non-human activity,11,5,0
"IA, Story",2016,19169,Non-human activity,0,0,0
"IA, Tama",2016,19171,Human infections,1,0,0
"IA, Van Buren",2016,19177,Non-human activity,0,0,0
"IA, Washington",2016,19183,Non-human activity,0,0,0
"IA, Webster",2016,19187,Non-human activity,0,0,0
"IA, Woodbury",2016,19193,Human infections and non-human activity,2,1,0
"KS, Atchison",2016,20005,Human infections,1,0,0
"KS, Barton",2016,20009,Human infections,0,0,1
"KS, Butler",2016,20015,Human infections,1,0,0
"KS, Cowley",2016,20035,Human infections,1,1,0
"KS, Dickinson",2016,20041,Human infections,1,0,0
"KS, Ellis",2016,20051,Human infections,1,0,0
"KS, Ellsworth",2016,20053,Human infections,1,0,1
"KS, Ford",2016,20057,Human infections,1,1,0
"KS, Franklin",2016,20059,Human infections,1,1,0
"KS, Gray",2016,20069,Human infections,0,0,1
"KS, Haskell",2016,20081,Human infections,0,0,1
"KS, Jackson",2016,20085,Human infections,1,1,0
"KS, Johnson",2016,20091,Human infections,2,1,0
"KS, Mcpherson",2016,20113,Human infections,2,1,0
"KS, Ness",2016,20135,Human infections,4,0,0
"KS, Phillips",2016,20147,Human infections,0,0,1
"KS, Pratt",2016,20151,Human infections,2,1,0
"KS, Reno",2016,20155,Human infections,3,2,1
"KS, Rice",2016,20159,Human infections,1,0,0
"KS, Riley",2016,20161,Non-human activity,0,0,0
"KS, Sedgwick",2016,20173,Human infections and non-human activity,7,4,3
"KS, Shawnee",2016,20177,Human infections,3,1,0
"KS, Stafford",2016,20185,Human infections,1,1,0
"KS, Sumner",2016,20191,Non-human activity,0,0,0
"KS, Thomas",2016,20193,Human infections,1,1,0
"KS, Washington",2016,20201,Human infections,1,1,0
"KS, Wilson",2016,20205,Human infections,0,0,1
"KS, Wyandotte",2016,20209,Human infections,1,1,0
"KY, Barren",2016,21009,Human infections and non-human activity,1,0,0
"KY, Bourbon",2016,21017,Non-human activity,0,0,0
"KY, Breckinridge",2016,21027,Human infections,1,1,0
"KY, Fayette",2016,21067,Human infections,2,2,0
"KY, Hardin",2016,21093,Non-human activity,0,0,0
"KY, Hart",2016,21099,Non-human activity,0,0,0
"KY, Jefferson",2016,21111,Human infections and non-human activity,2,1,1
"KY, Kenton",2016,21117,Human infections,1,0,0
"KY, Logan",2016,21141,Non-human activity,0,0,0
"KY, Monroe",2016,21171,Human infections,1,1,0
"KY, Powell",2016,21197,Non-human activity,0,0,0
"KY, Union",2016,21225,Non-human activity,0,0,0
"LA, Allen Parish",2016,22003,Human infections and non-human activity,1,1,0
"LA, Ascension Parish",2016,22005,Human infections and non-human activity,1,0,0
"LA, Assumption Parish",2016,22007,Human infections,1,1,0
"LA, Avoyelles Parish",2016,22009,Non-human activity,0,0,0
"LA, Beauregard Parish",2016,22011,Human infections,1,1,0
"LA, Bossier Parish",2016,22015,Human infections and non-human activity,2,2,0
"LA, Caddo Parish",2016,22017,Human infections and non-human activity,11,9,1
"LA, Calcasieu Parish",2016,22019,Human infections and non-human activity,6,5,1
"LA, De Soto Parish",2016,22031,Human infections and non-human activity,2,1,0
"LA, East Baton Rouge Parish",2016,22033,Human infections and non-human activity,9,4,1
"LA, East Feliciana Parish",2016,22037,Human infections,2,2,0
"LA, Evangeline Parish",2016,22039,Human infections and non-human activity,1,1,0
"LA, Franklin Parish",2016,22041,Human infections,1,1,0
"LA, Iberia Parish",2016,22045,Non-human activity,0,0,0
"LA, Iberville Parish",2016,22047,Human infections and non-human activity,1,0,0
"LA, Jefferson Parish",2016,22051,Non-human activity,0,0,0
"LA, Jefferson Davis Parish",2016,22053,Human infections,1,0,0
"LA, Lafayette Parish",2016,22055,Human infections,1,1,0
"LA, Lafourche Parish",2016,22057,Non-human activity,0,0,0
"LA, Lincoln Parish",2016,22061,Human infections and non-human activity,1,0,0
"LA, Livingston Parish",2016,22063,Human infections,4,2,0
"LA, Orleans Parish",2016,22071,Human infections and non-human activity,1,0,0
"LA, Ouachita Parish",2016,22073,Human infections and non-human activity,4,3,0
"LA, Plaquemines Parish",2016,22075,Non-human activity,0,0,0
"LA, Rapides Parish",2016,22079,Human infections and non-human activity,2,2,1
"LA, St Bernard Parish",2016,22087,Non-human activity,0,0,0
"LA, St Charles Parish",2016,22089,Human infections and non-human activity,1,0,0
"LA, St Landry Parish",2016,22097,Non-human activity,0,0,0
"LA, St Martin Parish",2016,22099,Non-human activity,0,0,0
"LA, St Mary Parish",2016,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2016,22103,Human infections and non-human activity,1,0,1
"LA, Tangipahoa Parish",2016,22105,Human infections and non-human activity,2,1,0
"LA, Vermilion Parish",2016,22113,Non-human activity,0,0,0
"LA, Vernon Parish",2016,22115,Human infections,0,0,1
"LA, Webster Parish",2016,22119,Human infections and non-human activity,1,0,0
"LA, West Baton Rouge Parish",2016,22121,Non-human activity,0,0,0
"LA, West Feliciana Parish",2016,22125,Human infections,1,1,0
"MD, Anne Arundel",2016,24003,Human infections and non-human activity,1,1,0
"MD, Garrett",2016,24023,Non-human activity,0,0,0
"MD, Harford",2016,24025,Human infections,1,1,0
"MD, Montgomery",2016,24031,Human infections and non-human activity,1,1,0
"MD, Prince Georges",2016,24033,Human infections and non-human activity,1,1,0
"MD, Washington",2016,24043,Human infections,1,1,0
"MD, Baltimore City",2016,24510,Human infections,1,1,0
"MA, Bristol",2016,25005,Human infections,1,0,0
"MA, Essex",2016,25009,Human infections,1,0,0
"MA, Franklin",2016,25011,Human infections,1,0,0
"MA, Middlesex",2016,25017,Human infections,11,8,2
"MA, Norfolk",2016,25021,Human infections,2,1,0
"MA, Plymouth",2016,25023,Human infections,0,0,1
"MA, Suffolk",2016,25025,Human infections,1,1,0
"MI, Alger",2016,26003,Non-human activity,0,0,0
"MI, Baraga",2016,26013,Non-human activity,0,0,0
"MI, Bay",2016,26017,Non-human activity,0,0,0
"MI, Benzie",2016,26019,Non-human activity,0,0,0
"MI, Berrien",2016,26021,Human infections and non-human activity,1,1,0
"MI, Calhoun",2016,26025,Human infections and non-human activity,1,1,0
"MI, Cass",2016,26027,Human infections,1,1,0
"MI, Charlevoix",2016,26029,Non-human activity,0,0,0
"MI, Cheboygan",2016,26031,Non-human activity,0,0,0
"MI, Clinton",2016,26037,Non-human activity,0,0,0
"MI, Dickinson",2016,26043,Non-human activity,0,0,0
"MI, Emmet",2016,26047,Non-human activity,0,0,0
"MI, Genesee",2016,26049,Non-human activity,0,0,0
"MI, Grand Traverse",2016,26055,Non-human activity,0,0,0
"MI, Ingham",2016,26065,Non-human activity,0,0,0
"MI, Iron",2016,26071,Non-human activity,0,0,0
"MI, Kalamazoo",2016,26077,Human infections and non-human activity,1,1,0
"MI, Kent",2016,26081,Human infections and non-human activity,3,3,0
"MI, Leelanau",2016,26089,Non-human activity,0,0,0
"MI, Livingston",2016,26093,Human infections,1,1,0
"MI, Luce",2016,26095,Non-human activity,0,0,0
"MI, Mackinac",2016,26097,Non-human activity,0,0,0
"MI, Macomb",2016,26099,Human infections and non-human activity,2,2,1
"MI, Mason",2016,26105,Non-human activity,0,0,0
"MI, Mecosta",2016,26107,Non-human activity,0,0,0
"MI, Menominee",2016,26109,Non-human activity,0,0,0
"MI, Midland",2016,26111,Non-human activity,0,0,0
"MI, Montmorency",2016,26119,Non-human activity,0,0,0
"MI, Muskegon",2016,26121,Non-human activity,0,0,0
"MI, Newaygo",2016,26123,Non-human activity,0,0,0
"MI, Oakland",2016,26125,Human infections and non-human activity,9,8,2
"MI, Otsego",2016,26137,Non-human activity,0,0,0
"MI, Ottawa",2016,26139,Non-human activity,0,0,0
"MI, Saginaw",2016,26145,Non-human activity,0,0,0
"MI, St Clair",2016,26147,Human infections,1,1,0
"MI, Sanilac",2016,26151,Human infections,1,1,0
"MI, Shiawassee",2016,26155,Non-human activity,0,0,0
"MI, Tuscola",2016,26157,Non-human activity,0,0,0
"MI, Van Buren",2016,26159,Non-human activity,0,0,0
"MI, Washtenaw",2016,26161,Human infections and non-human activity,2,2,0
"MI, Wayne",2016,26163,Human infections and non-human activity,20,20,2
"MN, Anoka",2016,27003,Human infections and non-human activity,4,2,0
"MN, Becker",2016,27005,Human infections and non-human activity,1,0,0
"MN, Big Stone",2016,27011,Human infections,2,0,0
"MN, Blue Earth",2016,27013,Human infections,1,0,0
"MN, Brown",2016,27015,Human infections,1,0,2
"MN, Carver",2016,27019,Non-human activity,0,0,0
"MN, Chippewa",2016,27023,Human infections,1,0,0
"MN, Chisago",2016,27025,Non-human activity,0,0,0
"MN, Clay",2016,27027,Human infections,11,2,2
"MN, Clearwater",2016,27029,Non-human activity,0,0,0
"MN, Cottonwood",2016,27033,Human infections,0,0,1
"MN, Crow Wing",2016,27035,Human infections,1,0,0
"MN, Dakota",2016,27037,Human infections and non-human activity,2,1,0
"MN, Faribault",2016,27043,Human infections,0,0,1
"MN, Goodhue",2016,27049,Human infections and non-human activity,1,1,0
"MN, Hennepin",2016,27053,Human infections and non-human activity,4,2,1
"MN, Isanti",2016,27059,Human infections,1,0,0
"MN, Itasca",2016,27061,Human infections,1,1,0
"MN, Kanabec",2016,27065,Non-human activity,0,0,0
"MN, Kandiyohi",2016,27067,Human infections,4,4,0
"MN, Lac Qui Parle",2016,27073,Human infections,1,0,1
"MN, Le Sueur",2016,27079,Human infections,1,0,2
"MN, Lyon",2016,27083,Human infections,4,1,0
"MN, Mcleod",2016,27085,Human infections,1,0,1
"MN, Marshall",2016,27089,Human infections and non-human activity,3,2,0
"MN, Martin",2016,27091,Human infections,1,0,0
"MN, Mille Lacs",2016,27095,Human infections and non-human activity,1,0,0
"MN, Morrison",2016,27097,Non-human activity,0,0,0
"MN, Mower",2016,27099,Non-human activity,0,0,0
"MN, Murray",2016,27101,Human infections,1,1,1
"MN, Norman",2016,27107,Human infections,1,1,0
"MN, Olmsted",2016,27109,Non-human activity,0,0,0
"MN, Otter Tail",2016,27111,Human infections,3,1,0
"MN, Pennington",2016,27113,Human infections,0,0,1
"MN, Polk",2016,27119,Human infections and non-human activity,1,0,0
"MN, Ramsey",2016,27123,Human infections and non-human activity,2,1,1
