FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"GA, Clayton",2023,13063,Human infections,1,1,0
"GA, Cobb",2023,13067,Human infections,2,2,1
"GA, Decatur",2023,13087,Human infections,1,1,0
"GA, De Kalb",2023,13089,Human infections and non-human activity,4,4,0
"GA, Fulton",2023,13121,Human infections and non-human activity,5,4,1
"GA, Gwinnett",2023,13135,Human infections,0,0,2
"GA, Lowndes",2023,13185,Non-human activity,0,0,0
"GA, Muscogee",2023,13215,Human infections,3,3,3
"GA, Richmond",2023,13245,Human infections,1,1,0
"GA, Troup",2023,13285,Human infections,0,0,1
"ID, Ada",2023,16001,Human infections and non-human activity,5,3,2
"ID, Bannock",2023,16005,Non-human activity,0,0,0
"ID, Bear Lake",2023,16007,Non-human activity,0,0,0
"ID, Bingham",2023,16011,Human infections and non-human activity,2,1,1
"ID, Bonneville",2023,16019,Non-human activity,0,0,0
"ID, Canyon",2023,16027,Human infections and non-human activity,7,7,0
"ID, Caribou",2023,16029,Non-human activity,0,0,0
"ID, Cassia",2023,16031,Human infections,1,0,0
"ID, Elmore",2023,16039,Non-human activity,0,0,0
"ID, Franklin",2023,16041,Non-human activity,0,0,0
"ID, Gem",2023,16045,Human infections and non-human activity,1,1,0
"ID, Gooding",2023,16047,Human infections,4,3,0
"ID, Kootenai",2023,16055,Human infections,1,1,0
"ID, Owyhee",2023,16073,Human infections and non-human activity,3,2,0
"ID, Payette",2023,16075,Human infections and non-human activity,1,1,0
"ID, Power",2023,16077,Non-human activity,0,0,0
"ID, Teton",2023,16081,Non-human activity,0,0,0
"ID, Twin Falls",2023,16083,Human infections and non-human activity,4,3,0
"ID, Valley",2023,16085,Human infections,1,0,0
"ID, Washington",2023,16087,Human infections,6,5,1
"IL, Adams",2023,17001,Human infections,1,1,0
"IL, Boone",2023,17007,Non-human activity,0,0,0
"IL, Bureau",2023,17011,Non-human activity,0,0,0
"IL, Carroll",2023,17015,Non-human activity,0,0,0
"IL, Champaign",2023,17019,Human infections and non-human activity,1,1,1
"IL, Christian",2023,17021,Non-human activity,0,0,0
"IL, Clay",2023,17025,Non-human activity,0,0,0
"IL, Clinton",2023,17027,Non-human activity,0,0,0
"IL, Coles",2023,17029,Human infections and non-human activity,2,2,0
"IL, Cook",2023,17031,Human infections and non-human activity,61,54,11
"IL, De Kalb",2023,17037,Human infections and non-human activity,0,0,1
"IL, Douglas",2023,17041,Non-human activity,0,0,0
"IL, Du Page",2023,17043,Human infections and non-human activity,15,14,7
"IL, Edgar",2023,17045,Human infections,1,1,0
"IL, Fayette",2023,17051,Non-human activity,0,0,0
"IL, Ford",2023,17053,Non-human activity,0,0,0
"IL, Gallatin",2023,17059,Non-human activity,0,0,0
"IL, Greene",2023,17061,Non-human activity,0,0,0
"IL, Grundy",2023,17063,Non-human activity,0,0,0
"IL, Hancock",2023,17067,Non-human activity,0,0,0
"IL, Henderson",2023,17071,Non-human activity,0,0,0
"IL, Henry",2023,17073,Human infections,0,0,1
"IL, Jackson",2023,17077,Non-human activity,0,0,0
"IL, Jefferson",2023,17081,Human infections,0,0,1
"IL, Jersey",2023,17083,Non-human activity,0,0,0
"IL, Kane",2023,17089,Human infections and non-human activity,7,7,6
"IL, Kankakee",2023,17091,Non-human activity,0,0,0
"IL, Kendall",2023,17093,Human infections and non-human activity,1,0,2
"IL, Knox",2023,17095,Non-human activity,0,0,0
"IL, Lake",2023,17097,Human infections and non-human activity,1,1,0
"IL, La Salle",2023,17099,Non-human activity,0,0,0
"IL, Lawrence",2023,17101,Non-human activity,0,0,0
"IL, Lee",2023,17103,Human infections and non-human activity,1,1,0
"IL, Livingston",2023,17105,Non-human activity,0,0,0
"IL, Logan",2023,17107,Non-human activity,0,0,0
"IL, Mcdonough",2023,17109,Non-human activity,0,0,0
"IL, Mchenry",2023,17111,Human infections and non-human activity,1,1,0
"IL, Mclean",2023,17113,Non-human activity,0,0,0
"IL, Macon",2023,17115,Human infections and non-human activity,2,2,0
"IL, Macoupin",2023,17117,Non-human activity,0,0,0
"IL, Madison",2023,17119,Human infections and non-human activity,2,1,1
"IL, Marion",2023,17121,Human infections,1,1,0
"IL, Marshall",2023,17123,Human infections and non-human activity,1,1,0
"IL, Mason",2023,17125,Non-human activity,0,0,0
"IL, Massac",2023,17127,Non-human activity,0,0,0
"IL, Menard",2023,17129,Non-human activity,0,0,0
"IL, Mercer",2023,17131,Non-human activity,0,0,0
"IL, Monroe",2023,17133,Non-human activity,0,0,0
"IL, Montgomery",2023,17135,Non-human activity,0,0,0
"IL, Morgan",2023,17137,Non-human activity,0,0,0
"IL, Moultrie",2023,17139,Human infections and non-human activity,0,0,1
"IL, Ogle",2023,17141,Human infections and non-human activity,1,1,0
"IL, Peoria",2023,17143,Human infections and non-human activity,3,3,0
"IL, Piatt",2023,17147,Non-human activity,0,0,0
"IL, Putnam",2023,17155,Non-human activity,0,0,0
"IL, Rock Island",2023,17161,Human infections and non-human activity,1,1,1
"IL, St Clair",2023,17163,Human infections and non-human activity,3,3,2
"IL, Saline",2023,17165,Non-human activity,0,0,0
"IL, Sangamon",2023,17167,Human infections and non-human activity,1,1,0
"IL, Stephenson",2023,17177,Human infections and non-human activity,1,1,0
"IL, Tazewell",2023,17179,Human infections and non-human activity,0,0,1
"IL, Vermilion",2023,17183,Non-human activity,0,0,0
"IL, Warren",2023,17187,Non-human activity,0,0,0
"IL, Washington",2023,17189,Non-human activity,0,0,0
"IL, Whiteside",2023,17195,Non-human activity,0,0,0
"IL, Will",2023,17197,Human infections and non-human activity,4,3,4
"IL, Williamson",2023,17199,Non-human activity,0,0,0
"IL, Winnebago",2023,17201,Human infections and non-human activity,2,1,1
"IL, Woodford",2023,17203,Human infections,2,0,0
"IN, Adams",2023,18001,Non-human activity,0,0,0
"IN, Allen",2023,18003,Non-human activity,0,0,0
"IN, Bartholomew",2023,18005,Non-human activity,0,0,0
"IN, Benton",2023,18007,Non-human activity,0,0,0
"IN, Blackford",2023,18009,Non-human activity,0,0,0
"IN, Boone",2023,18011,Non-human activity,0,0,0
"IN, Brown",2023,18013,Non-human activity,0,0,0
"IN, Carroll",2023,18015,Non-human activity,0,0,0
"IN, Cass",2023,18017,Non-human activity,0,0,0
"IN, Clark",2023,18019,Non-human activity,0,0,0
"IN, Clay",2023,18021,Non-human activity,0,0,0
"IN, Clinton",2023,18023,Non-human activity,0,0,0
"IN, Crawford",2023,18025,Non-human activity,0,0,0
"IN, Daviess",2023,18027,Non-human activity,0,0,0
"IN, Dearborn",2023,18029,Non-human activity,0,0,0
"IN, Decatur",2023,18031,Non-human activity,0,0,0
"IN, De Kalb",2023,18033,Non-human activity,0,0,0
"IN, Delaware",2023,18035,Non-human activity,0,0,0
"IN, Dubois",2023,18037,Non-human activity,0,0,0
"IN, Elkhart",2023,18039,Human infections and non-human activity,1,1,0
"IN, Fayette",2023,18041,Non-human activity,0,0,0
"IN, Floyd",2023,18043,Human infections and non-human activity,1,0,1
"IN, Fountain",2023,18045,Non-human activity,0,0,0
"IN, Franklin",2023,18047,Non-human activity,0,0,0
"IN, Fulton",2023,18049,Non-human activity,0,0,0
"IN, Gibson",2023,18051,Non-human activity,0,0,0
"IN, Grant",2023,18053,Non-human activity,0,0,0
"IN, Greene",2023,18055,Non-human activity,0,0,0
"IN, Hamilton",2023,18057,Non-human activity,0,0,0
"IN, Hancock",2023,18059,Non-human activity,0,0,0
"IN, Harrison",2023,18061,Non-human activity,0,0,0
"IN, Hendricks",2023,18063,Non-human activity,0,0,0
"IN, Henry",2023,18065,Non-human activity,0,0,0
"IN, Howard",2023,18067,Non-human activity,0,0,0
"IN, Huntington",2023,18069,Non-human activity,0,0,0
"IN, Jackson",2023,18071,Non-human activity,0,0,0
"IN, Jasper",2023,18073,Non-human activity,0,0,0
"IN, Jay",2023,18075,Non-human activity,0,0,0
"IN, Jefferson",2023,18077,Non-human activity,0,0,0
"IN, Jennings",2023,18079,Non-human activity,0,0,0
"IN, Johnson",2023,18081,Human infections and non-human activity,1,1,0
"IN, Knox",2023,18083,Non-human activity,0,0,0
"IN, Kosciusko",2023,18085,Non-human activity,0,0,0
"IN, La Grange",2023,18087,Non-human activity,0,0,0
"IN, Lake",2023,18089,Non-human activity,0,0,0
"IN, La Porte",2023,18091,Human infections and non-human activity,1,1,0
"IN, Lawrence",2023,18093,Non-human activity,0,0,0
"IN, Madison",2023,18095,Non-human activity,0,0,0
"IN, Marion",2023,18097,Human infections and non-human activity,1,0,1
"IN, Marshall",2023,18099,Non-human activity,0,0,0
"IN, Martin",2023,18101,Non-human activity,0,0,0
"IN, Miami",2023,18103,Non-human activity,0,0,0
"IN, Monroe",2023,18105,Human infections and non-human activity,1,1,0
"IN, Montgomery",2023,18107,Non-human activity,0,0,0
"IN, Morgan",2023,18109,Human infections and non-human activity,1,1,0
"IN, Newton",2023,18111,Non-human activity,0,0,0
"IN, Noble",2023,18113,Non-human activity,0,0,0
"IN, Ohio",2023,18115,Non-human activity,0,0,0
"IN, Orange",2023,18117,Non-human activity,0,0,0
"IN, Owen",2023,18119,Non-human activity,0,0,0
"IN, Parke",2023,18121,Non-human activity,0,0,0
"IN, Perry",2023,18123,Human infections and non-human activity,1,1,0
"IN, Pike",2023,18125,Non-human activity,0,0,0
"IN, Porter",2023,18127,Human infections and non-human activity,3,1,0
"IN, Posey",2023,18129,Non-human activity,0,0,0
"IN, Pulaski",2023,18131,Non-human activity,0,0,0
"IN, Putnam",2023,18133,Non-human activity,0,0,0
"IN, Randolph",2023,18135,Human infections and non-human activity,1,1,0
"IN, Ripley",2023,18137,Non-human activity,0,0,0
"IN, Rush",2023,18139,Non-human activity,0,0,0
"IN, St Joseph",2023,18141,Non-human activity,0,0,0
"IN, Scott",2023,18143,Non-human activity,0,0,0
"IN, Shelby",2023,18145,Non-human activity,0,0,0
"IN, Spencer",2023,18147,Non-human activity,0,0,0
"IN, Starke",2023,18149,Non-human activity,0,0,0
"IN, Steuben",2023,18151,Non-human activity,0,0,0
"IN, Sullivan",2023,18153,Human infections and non-human activity,0,0,1
"IN, Switzerland",2023,18155,Non-human activity,0,0,0
"IN, Tippecanoe",2023,18157,Human infections and non-human activity,1,1,0
"IN, Tipton",2023,18159,Non-human activity,0,0,0
"IN, Union",2023,18161,Non-human activity,0,0,0
"IN, Vanderburgh",2023,18163,Human infections and non-human activity,0,0,1
"IN, Vermillion",2023,18165,Non-human activity,0,0,0
"IN, Vigo",2023,18167,Non-human activity,0,0,0
"IN, Wabash",2023,18169,Non-human activity,0,0,0
"IN, Warren",2023,18171,Non-human activity,0,0,0
"IN, Warrick",2023,18173,Non-human activity,0,0,0
"IN, Washington",2023,18175,Non-human activity,0,0,0
"IN, Wayne",2023,18177,Non-human activity,0,0,0
"IN, Wells",2023,18179,Non-human activity,0,0,0
"IN, White",2023,18181,Non-human activity,0,0,0
"IN, Whitley",2023,18183,Non-human activity,0,0,0
"IA, Adams",2023,19003,Human infections,1,1,0
"IA, Appanoose",2023,19007,Non-human activity,0,0,0
"IA, Black Hawk",2023,19013,Non-human activity,0,0,0
"IA, Clay",2023,19041,Human infections,0,0,1
"IA, Clinton",2023,19045,Human infections,1,1,0
"IA, Dubuque",2023,19061,Human infections,1,0,0
"IA, Johnson",2023,19103,Non-human activity,0,0,0
"IA, Lee",2023,19111,Human infections,1,1,0
"IA, Linn",2023,19113,Human infections,1,0,0
"IA, Lyon",2023,19119,Human infections,1,1,0
"IA, O Brien",2023,19141,Human infections and non-human activity,0,0,1
"IA, Page",2023,19145,Human infections,1,1,0
"IA, Plymouth",2023,19149,Human infections,3,3,1
"IA, Pocahontas",2023,19151,Human infections,1,1,0
"IA, Polk",2023,19153,Human infections and non-human activity,1,1,1
"IA, Sioux",2023,19167,Human infections,2,1,0
"IA, Story",2023,19169,Non-human activity,0,0,0
"IA, Warren",2023,19181,Human infections,1,1,0
"IA, Wayne",2023,19185,Human infections,1,0,1
"IA, Woodbury",2023,19193,Human infections and non-human activity,1,0,0
"KS, Barber",2023,20007,Human infections and non-human activity,1,0,0
"KS, Barton",2023,20009,Human infections,2,2,0
"KS, Butler",2023,20015,Human infections and non-human activity,1,1,0
"KS, Cheyenne",2023,20023,Human infections,2,2,0
"KS, Clark",2023,20025,Non-human activity,0,0,0
"KS, Coffey",2023,20031,Non-human activity,0,0,0
"KS, Cowley",2023,20035,Human infections,1,0,0
"KS, Decatur",2023,20039,Human infections,1,1,0
"KS, Dickinson",2023,20041,Human infections,1,1,0
"KS, Douglas",2023,20045,Human infections and non-human activity,1,1,0
"KS, Finney",2023,20055,Human infections,2,0,3
"KS, Ford",2023,20057,Human infections,1,0,0
"KS, Grant",2023,20067,Human infections,4,2,0
"KS, Gray",2023,20069,Human infections,4,4,2
"KS, Greenwood",2023,20073,Non-human activity,0,0,0
"KS, Hamilton",2023,20075,Human infections,1,1,0
"KS, Harvey",2023,20079,Human infections,0,0,3
"KS, Haskell",2023,20081,Human infections,0,0,1
"KS, Johnson",2023,20091,Human infections and non-human activity,5,5,6
"KS, Kingman",2023,20095,Human infections,1,1,0
"KS, Lane",2023,20101,Human infections,1,1,0
"KS, Logan",2023,20109,Human infections,1,0,0
"KS, Lyon",2023,20111,Non-human activity,0,0,0
"KS, Mcpherson",2023,20113,Human infections,0,0,1
"KS, Marshall",2023,20117,Human infections,1,1,0
"KS, Meade",2023,20119,Human infections,3,0,1
"KS, Miami",2023,20121,Human infections and non-human activity,1,1,0
"KS, Morris",2023,20127,Non-human activity,0,0,0
"KS, Morton",2023,20129,Human infections,1,1,0
"KS, Ness",2023,20135,Human infections,2,1,0
"KS, Norton",2023,20137,Human infections,1,0,0
"KS, Pratt",2023,20151,Non-human activity,0,0,0
"KS, Reno",2023,20155,Human infections,3,3,1
"KS, Rush",2023,20165,Human infections,0,0,1
"KS, Saline",2023,20169,Human infections,2,1,0
"KS, Scott",2023,20171,Human infections,2,1,0
"KS, Sedgwick",2023,20173,Human infections,6,5,8
"KS, Shawnee",2023,20177,Human infections and non-human activity,3,3,0
"KS, Sherman",2023,20181,Human infections,2,1,0
"KS, Smith",2023,20183,Human infections,0,0,1
"KS, Stafford",2023,20185,Human infections,0,0,1
"KS, Stanton",2023,20187,Human infections,1,0,1
"KS, Stevens",2023,20189,Human infections,3,3,0
"KS, Trego",2023,20195,Human infections,1,0,0
"KS, Wallace",2023,20199,Human infections,2,2,0
"KS, Wichita",2023,20203,Human infections,0,0,1
"KS, Woodson",2023,20207,Human infections,1,0,0
"KS, Wyandotte",2023,20209,Human infections,1,1,0
"KY, Calloway",2023,21035,Non-human activity,0,0,0
"KY, Christian",2023,21047,Non-human activity,0,0,0
"KY, Clark",2023,21049,Human infections,2,2,0
"KY, Daviess",2023,21059,Human infections,2,2,0
"KY, Graves",2023,21083,Non-human activity,0,0,0
"KY, Jefferson",2023,21111,Human infections,7,6,0
"KY, Madison",2023,21151,Non-human activity,0,0,0
"KY, Marshall",2023,21157,Non-human activity,0,0,0
"KY, Mason",2023,21161,Non-human activity,0,0,0
"KY, Simpson",2023,21213,Non-human activity,0,0,0
"KY, Todd",2023,21219,Non-human activity,0,0,0
"KY, Union",2023,21225,Non-human activity,0,0,0
"KY, Warren",2023,21227,Human infections and non-human activity,2,0,0
"KY, Woodford",2023,21239,Non-human activity,0,0,0
"LA, Allen Parish",2023,22003,Non-human activity,0,0,0
"LA, Ascension Parish",2023,22005,Human infections and non-human activity,5,5,0
"LA, Bienville Parish",2023,22013,Human infections,1,1,0
"LA, Bossier Parish",2023,22015,Human infections and non-human activity,1,1,0
"LA, Caddo Parish",2023,22017,Human infections and non-human activity,1,1,0
"LA, Calcasieu Parish",2023,22019,Human infections and non-human activity,3,2,0
"LA, Cameron Parish",2023,22023,Non-human activity,0,0,0
"LA, East Baton Rouge Parish",2023,22033,Human infections and non-human activity,5,5,1
"LA, Iberia Parish",2023,22045,Human infections and non-human activity,3,1,2
"LA, Jefferson Parish",2023,22051,Human infections and non-human activity,1,1,0
"LA, Jefferson Davis Parish",2023,22053,Non-human activity,0,0,0
"LA, Lafayette Parish",2023,22055,Human infections and non-human activity,7,6,2
"LA, Lafourche Parish",2023,22057,Human infections and non-human activity,1,1,2
"LA, Lincoln Parish",2023,22061,Non-human activity,0,0,0
"LA, Livingston Parish",2023,22063,Human infections,3,3,0
"LA, Orleans Parish",2023,22071,Non-human activity,0,0,0
"LA, Ouachita Parish",2023,22073,Human infections and non-human activity,1,1,3
"LA, Plaquemines Parish",2023,22075,Non-human activity,0,0,0
"LA, Pointe Coupee Parish",2023,22077,Human infections and non-human activity,1,1,0
"LA, Rapides Parish",2023,22079,Human infections,2,2,0
"LA, Richland Parish",2023,22083,Human infections,1,1,0
"LA, St Bernard Parish",2023,22087,Non-human activity,0,0,0
"LA, St Charles Parish",2023,22089,Non-human activity,0,0,0
"LA, St John The Baptist Parish",2023,22095,Human infections and non-human activity,1,1,0
"LA, St Martin Parish",2023,22099,Human infections and non-human activity,1,1,1
"LA, St Mary Parish",2023,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2023,22103,Human infections and non-human activity,3,2,0
"LA, Tangipahoa Parish",2023,22105,Human infections and non-human activity,0,0,1
"LA, Terrebonne Parish",2023,22109,Human infections and non-human activity,2,1,0
"LA, Washington Parish",2023,22117,Human infections,2,2,0
"LA, Webster Parish",2023,22119,Human infections,3,3,0
"LA, West Baton Rouge Parish",2023,22121,Human infections and non-human activity,2,1,0
"LA, West Carroll Parish",2023,22123,Human infections,1,1,1
"ME, Oxford",2023,23017,Non-human activity,0,0,0
"ME, Penobscot",2023,23019,Non-human activity,0,0,0
"ME, York",2023,23031,Non-human activity,0,0,0
"MA, Barnstable",2023,25001,Non-human activity,0,0,0
"MA, Berkshire",2023,25003,Non-human activity,0,0,0
"MA, Bristol",2023,25005,Non-human activity,0,0,0
"MA, Essex",2023,25009,Non-human activity,0,0,0
"MA, Franklin",2023,25011,Non-human activity,0,0,0
"MA, Hampden",2023,25013,Human infections and non-human activity,2,2,0
"MA, Hampshire",2023,25015,Non-human activity,0,0,0
