FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening
"LA, East Baton Rouge Parish",2008,22033,Human infections and non-human activity,5,0,2
"LA, East Feliciana Parish",2008,22037,Human infections,1,0,0
"LA, Iberia Parish",2008,22045,Non-human activity,0,0,0
"LA, Iberville Parish",2008,22047,Non-human activity,0,0,0
"LA, Jefferson Parish",2008,22051,Human infections and non-human activity,2,2,1
"LA, Jefferson Davis Parish",2008,22053,Non-human activity,0,0,0
"LA, Lafayette Parish",2008,22055,Human infections and non-human activity,1,0,0
"LA, Lafourche Parish",2008,22057,Non-human activity,0,0,0
"LA, Lincoln Parish",2008,22061,Human infections,1,1,0
"LA, Livingston Parish",2008,22063,Human infections and non-human activity,2,1,1
"LA, Orleans Parish",2008,22071,Human infections and non-human activity,2,2,0
"LA, Ouachita Parish",2008,22073,Human infections and non-human activity,1,1,0
"LA, Plaquemines Parish",2008,22075,Non-human activity,0,0,0
"LA, Pointe Coupee Parish",2008,22077,Human infections,5,0,1
"LA, St Bernard Parish",2008,22087,Non-human activity,0,0,0
"LA, St Charles Parish",2008,22089,Non-human activity,0,0,0
"LA, St James Parish",2008,22093,Non-human activity,0,0,0
"LA, St John The Baptist Parish",2008,22095,Non-human activity,0,0,0
"LA, St Landry Parish",2008,22097,Human infections and non-human activity,1,0,0
"LA, St Martin Parish",2008,22099,Non-human activity,0,0,0
"LA, St Mary Parish",2008,22101,Non-human activity,0,0,0
"LA, St Tammany Parish",2008,22103,Human infections and non-human activity,8,2,0
"LA, Tangipahoa Parish",2008,22105,Human infections and non-human activity,6,3,2
"LA, Terrebonne Parish",2008,22109,Non-human activity,0,0,0
"LA, Vermilion Parish",2008,22113,Non-human activity,0,0,0
"LA, West Baton Rouge Parish",2008,22121,Non-human activity,0,0,0
"LA, West Feliciana Parish",2008,22125,Human infections,1,1,0
"MD, Baltimore",2008,24005,Human infections and non-human activity,2,1,2
"MD, Frederick",2008,24021,Human infections,1,0,0
"MD, Harford",2008,24025,Human infections,3,1,0
"MD, Montgomery",2008,24031,Human infections and non-human activity,4,1,2
"MD, Prince Georges",2008,24033,Non-human activity,0,0,0
"MD, Queen Annes",2008,24035,Human infections,1,0,0
"MD, Baltimore City",2008,24510,Human infections,3,3,0
"MA, Barnstable",2008,25001,Non-human activity,0,0,0
"MA, Bristol",2008,25005,Non-human activity,0,0,0
"MA, Dukes",2008,25007,Non-human activity,0,0,0
"MA, Essex",2008,25009,Non-human activity,0,0,0
"MA, Franklin",2008,25011,Non-human activity,0,0,0
"MA, Hampden",2008,25013,Non-human activity,0,0,0
"MA, Hampshire",2008,25015,Non-human activity,0,0,0
"MA, Middlesex",2008,25017,Human infections and non-human activity,1,1,0
"MA, Norfolk",2008,25021,Non-human activity,0,0,0
"MA, Plymouth",2008,25023,Non-human activity,0,0,0
"MA, Suffolk",2008,25025,Non-human activity,0,0,0
"MA, Worcester",2008,25027,Non-human activity,0,0,0
"MI, Allegan",2008,26005,Non-human activity,0,0,0
"MI, Bay",2008,26017,Human infections and non-human activity,1,0,1
"MI, Kent",2008,26081,Human infections,2,1,1
"MI, Lenawee",2008,26091,Human infections and non-human activity,2,1,0
"MI, Macomb",2008,26099,Human infections,2,2,0
"MI, Montcalm",2008,26117,Non-human activity,0,0,0
"MI, Oakland",2008,26125,Non-human activity,0,0,0
"MI, Saginaw",2008,26145,Non-human activity,0,0,0
"MI, St Clair",2008,26147,Human infections,1,1,0
"MI, Washtenaw",2008,26161,Non-human activity,0,0,0
"MI, Wayne",2008,26163,Human infections and non-human activity,9,6,0
"MN, Anoka",2008,27003,Human infections and non-human activity,1,0,0
"MN, Becker",2008,27005,Human infections,1,0,0
"MN, Crow Wing",2008,27035,Human infections,1,1,0
"MN, Dakota",2008,27037,Human infections and non-human activity,0,0,1
"MN, Douglas",2008,27041,Human infections,1,0,0
"MN, Hennepin",2008,27053,Non-human activity,0,0,0
"MN, Nobles",2008,27105,Human infections,0,0,1
"MN, Polk",2008,27119,Human infections,1,1,0
"MN, Ramsey",2008,27123,Non-human activity,0,0,0
"MN, Redwood",2008,27127,Human infections,1,0,1
"MN, Sherburne",2008,27141,Human infections,1,0,0
"MN, Stearns",2008,27145,Human infections,1,0,0
"MN, Steele",2008,27147,Human infections,1,0,0
"MN, Stevens",2008,27149,Human infections,1,0,0
"MN, Washington",2008,27163,Non-human activity,0,0,0
"MS, Calhoun",2008,28013,Human infections and non-human activity,1,1,0
"MS, Forrest",2008,28035,Human infections,4,1,0
"MS, Hinds",2008,28049,Human infections and non-human activity,21,7,1
"MS, Jackson",2008,28059,Human infections,1,0,1
"MS, Jasper",2008,28061,Human infections,1,1,0
"MS, Jones",2008,28067,Human infections and non-human activity,10,3,1
"MS, Lamar",2008,28073,Human infections,1,1,0
"MS, Lawrence",2008,28077,Human infections,1,0,0
"MS, Leake",2008,28079,Human infections,1,0,0
"MS, Leflore",2008,28083,Human infections,4,1,0
"MS, Lincoln",2008,28085,Human infections,3,1,0
"MS, Madison",2008,28089,Human infections and non-human activity,6,1,0
"MS, Marion",2008,28091,Human infections,3,2,0
"MS, Monroe",2008,28095,Human infections,1,0,0
"MS, Neshoba",2008,28099,Human infections,1,0,0
"MS, Panola",2008,28107,Human infections,1,1,0
"MS, Pearl River",2008,28109,Human infections,1,1,0
"MS, Rankin",2008,28121,Human infections and non-human activity,2,1,1
"MS, Scott",2008,28123,Human infections and non-human activity,1,0,0
"MS, Simpson",2008,28127,Human infections,1,0,0
"MS, Washington",2008,28151,Human infections,0,0,1
"MO, Barry",2008,29009,Non-human activity,0,0,0
"MO, Boone",2008,29019,Non-human activity,0,0,0
"MO, Butler",2008,29023,Non-human activity,0,0,0
"MO, Clay",2008,29047,Non-human activity,0,0,0
"MO, Gasconade",2008,29073,Non-human activity,0,0,0
"MO, Greene",2008,29077,Human infections,1,0,0
"MO, Henry",2008,29083,Non-human activity,0,0,0
"MO, Jackson",2008,29095,Human infections,1,1,0
"MO, Jasper",2008,29097,Human infections,1,1,0
"MO, Jefferson",2008,29099,Non-human activity,0,0,0
"MO, St Charles",2008,29183,Human infections,2,1,0
"MO, St Louis",2008,29189,Human infections and non-human activity,4,4,0
"MO, Vernon",2008,29217,Non-human activity,0,0,0
"MO, St Louis City",2008,29510,Human infections,6,5,0
"MT, Big Horn",2008,30003,Human infections,1,0,0
"MT, Blaine",2008,30005,Non-human activity,0,0,0
"MT, Cascade",2008,30013,Human infections and non-human activity,1,0,0
"MT, Jefferson",2008,30043,Human infections and non-human activity,0,0,1
"MT, Lake",2008,30047,Human infections and non-human activity,1,0,0
"MT, Lewis And Clark",2008,30049,Non-human activity,0,0,0
"MT, Madison",2008,30057,Non-human activity,0,0,0
"MT, Richland",2008,30083,Human infections,1,0,0
"MT, Sheridan",2008,30091,Non-human activity,0,0,0
"MT, Valley",2008,30105,Human infections,1,0,0
"NE, Adams",2008,31001,Human infections and non-human activity,3,0,0
"NE, Buffalo",2008,31019,Non-human activity,0,0,0
"NE, Butler",2008,31023,Human infections,1,0,0
"NE, Cass",2008,31025,Human infections,0,0,1
"NE, Cedar",2008,31027,Human infections,1,1,0
"NE, Chase",2008,31029,Non-human activity,0,0,0
"NE, Cherry",2008,31031,Non-human activity,0,0,0
"NE, Cheyenne",2008,31033,Human infections,1,0,0
"NE, Custer",2008,31041,Human infections,1,0,0
"NE, Dawes",2008,31045,Human infections and non-human activity,1,1,0
"NE, Dawson",2008,31047,Human infections and non-human activity,1,0,0
"NE, Deuel",2008,31049,Human infections,0,0,1
"NE, Dixon",2008,31051,Human infections,1,0,0
"NE, Dodge",2008,31053,Human infections and non-human activity,1,0,0
"NE, Douglas",2008,31055,Human infections and non-human activity,4,3,0
"NE, Dundy",2008,31057,Human infections,0,0,1
"NE, Garden",2008,31069,Non-human activity,0,0,0
"NE, Garfield",2008,31071,Non-human activity,0,0,0
"NE, Hall",2008,31079,Human infections and non-human activity,3,0,2
"NE, Holt",2008,31089,Human infections and non-human activity,1,0,0
"NE, Hooker",2008,31091,Human infections,1,1,0
"NE, Howard",2008,31093,Human infections and non-human activity,0,0,1
"NE, Keith",2008,31101,Human infections,1,0,0
"NE, Keya Paha",2008,31103,Human infections,1,0,0
"NE, Knox",2008,31107,Non-human activity,0,0,0
"NE, Lancaster",2008,31109,Human infections and non-human activity,5,1,0
"NE, Lincoln",2008,31111,Human infections,3,0,0
"NE, Madison",2008,31119,Human infections and non-human activity,1,0,0
"NE, Merrick",2008,31121,Human infections,1,0,0
"NE, Morrill",2008,31123,Human infections,2,0,0
"NE, Nemaha",2008,31127,Human infections,1,0,0
"NE, Otoe",2008,31131,Non-human activity,0,0,0
"NE, Phelps",2008,31137,Human infections and non-human activity,0,0,1
"NE, Platte",2008,31141,Human infections,1,0,0
"NE, Red Willow",2008,31145,Non-human activity,0,0,0
"NE, Saline",2008,31151,Human infections,2,0,0
"NE, Saunders",2008,31155,Human infections,1,0,0
"NE, Scotts Bluff",2008,31157,Human infections and non-human activity,2,0,1
"NE, Seward",2008,31159,Human infections,2,0,0
"NE, Sheridan",2008,31161,Non-human activity,0,0,0
"NE, Stanton",2008,31167,Non-human activity,0,0,0
"NE, Valley",2008,31175,Human infections,1,0,0
"NE, Wayne",2008,31179,Non-human activity,0,0,0
"NE, Webster",2008,31181,Human infections,2,0,0
"NE, York",2008,31185,Human infections,1,0,0
"NV, Churchill",2008,32001,Non-human activity,0,0,0
"NV, Clark",2008,32003,Human infections and non-human activity,13,9,6
"NV, Douglas",2008,32005,Human infections,1,0,0
"NV, Elko",2008,32007,Human infections and non-human activity,1,0,0
"NV, Lyon",2008,32019,Human infections and non-human activity,1,0,0
"NV, Pershing",2008,32027,Non-human activity,0,0,0
"NV, Washoe",2008,32031,Non-human activity,0,0,0
"NV, Carson City",2008,32510,Non-human activity,0,0,0
"NH, Rockingham",2008,33015,Non-human activity,0,0,0
"NJ, Atlantic",2008,34001,Non-human activity,0,0,0
"NJ, Bergen",2008,34003,Non-human activity,0,0,0
"NJ, Burlington",2008,34005,Human infections and non-human activity,2,1,0
"NJ, Camden",2008,34007,Human infections and non-human activity,1,0,1
"NJ, Cape May",2008,34009,Human infections and non-human activity,1,1,0
"NJ, Cumberland",2008,34011,Non-human activity,0,0,0
"NJ, Essex",2008,34013,Human infections and non-human activity,1,1,0
"NJ, Gloucester",2008,34015,Non-human activity,0,0,0
"NJ, Hudson",2008,34017,Human infections and non-human activity,1,1,0
"NJ, Hunterdon",2008,34019,Non-human activity,0,0,0
"NJ, Mercer",2008,34021,Human infections and non-human activity,1,0,0
"NJ, Middlesex",2008,34023,Human infections and non-human activity,1,1,0
"NJ, Monmouth",2008,34025,Human infections and non-human activity,1,1,0
"NJ, Morris",2008,34027,Non-human activity,0,0,0
"NJ, Ocean",2008,34029,Non-human activity,0,0,0
"NJ, Passaic",2008,34031,Non-human activity,0,0,0
"NJ, Salem",2008,34033,Non-human activity,0,0,0
"NJ, Somerset",2008,34035,Non-human activity,0,0,0
"NJ, Sussex",2008,34037,Non-human activity,0,0,0
"NJ, Union",2008,34039,Human infections and non-human activity,1,0,0
"NM, Bernalillo",2008,35001,Human infections,1,1,0
"NM, Chaves",2008,35005,Human infections and non-human activity,1,1,0
"NM, Dona Ana",2008,35013,Human infections and non-human activity,2,1,0
"NM, Luna",2008,35029,Human infections,1,1,0
"NM, Mckinley",2008,35031,Non-human activity,0,0,0
"NM, Roosevelt",2008,35041,Non-human activity,0,0,0
"NM, San Juan",2008,35045,Human infections and non-human activity,1,0,0
"NM, Valencia",2008,35061,Human infections,2,1,0
"NY, Albany",2008,36001,Non-human activity,0,0,0
"NY, Bronx",2008,36005,Human infections and non-human activity,1,1,0
"NY, Chautauqua",2008,36013,Non-human activity,0,0,0
"NY, Clinton",2008,36019,Non-human activity,0,0,0
"NY, Columbia",2008,36021,Non-human activity,0,0,0
"NY, Dutchess",2008,36027,Non-human activity,0,0,0
"NY, Erie",2008,36029,Non-human activity,0,0,0
"NY, Kings",2008,36047,Human infections and non-human activity,3,2,1
"NY, Livingston",2008,36051,Non-human activity,0,0,0
"NY, Monroe",2008,36055,Non-human activity,0,0,0
"NY, Nassau",2008,36059,Human infections and non-human activity,20,17,0
"NY, New York",2008,36061,Human infections and non-human activity,1,0,0
"NY, Niagara",2008,36063,Non-human activity,0,0,0
